Temp,Pork,Fish,Chicken
24.89,1012.42,1012.42,1013.08
24.96,1012.44,1012.44,1013.07
24.86,1012.46,1012.46,1013.06
24.56,1012.48,1012.48,1013.08
24.36,1012.5,1012.5,1013.07
24.38,1012.52,1012.52,1013.06
24.56,1012.5,1012.5,1013.05
24.61,1012.52,1012.52,1013.04
24.26,1012.54,1012.54,1013.06
24.71,1012.52,1012.52,1013.08
24.83,1012.5,1012.5,1013.07
24.82,1012.48,1012.48,1013.06
24.72,1012.5,1012.5,1013.08
24.58,1012.52,1012.52,1013.1
24.75,1012.5,1012.5,1013.09
24.75,1012.52,1012.52,1013.08
24.75,1012.54,1012.54,1013.07
24.48,1012.52,1012.52,1013.06
24.48,1012.54,1012.54,1013.08
24.56,1012.56,1012.56,1013.1
24.63,1012.58,1012.58,1013.12
24.76,1012.56,1012.56,1013.14
24.53,1012.54,1012.54,1013.13
24.28,1012.52,1012.52,1013.15
24.6,1012.5,1012.5,1013.14
24.26,1012.52,1012.52,1013.13
24.39,1012.5,1012.5,1013.12
24.51,1012.48,1012.48,1013.11
23.91,1012.46,1012.46,1013.13
23.97,1012.44,1012.44,1013.15
23.93,1012.46,1012.46,1013.17
24.07,1012.48,1012.48,1013.16
24.21,1012.5,1012.5,1013.18
24.26,1012.48,1012.48,1013.17
24.25,1012.5,1012.5,1013.16
24.37,1012.52,1012.52,1013.18
24.47,1012.5,1012.5,1013.17
23.95,1012.52,1012.52,1013.16
23.91,1012.5,1012.5,1013.15
23.91,1012.48,1012.48,1013.17
23.94,1012.5,1012.5,1013.19
23.61,1012.48,1012.48,1013.21
23.88,1012.46,1012.46,1013.23
23.99,1012.44,1012.44,1013.25
24.23,1012.46,1012.46,1013.27
23.95,1012.44,1012.44,1013.26
23.87,1012.42,1012.42,1013.25
24.16,1012.4,1012.4,1013.27
24.21,1012.42,1012.42,1013.26
24.15,1012.44,1012.44,1013.28
24.36,1012.42,1012.42,1013.27
24.3,1012.4,1012.4,1013.29
23.69,1012.42,1012.42,1013.31
23.69,1012.4,1012.4,1013.3
23.62,1012.38,1012.38,1013.32
23.66,1012.4,1012.4,1013.31
23.59,1012.42,1012.42,1013.3
23.75,1012.44,1012.44,1013.32
23.65,1012.46,1012.46,1013.34
23.65,1012.48,1012.48,1013.36
23.84,1012.45,1012.48,1013.38
23.66,1012.47,1012.48,1013.4
23.84,1012.46,1012.5,1013.39
23.83,1012.48,1012.49,1013.41
23.94,1012.5,1012.48,1013.43
23.85,1012.52,1012.5,1013.45
23.78,1012.51,1012.52,1013.47
23.84,1012.53,1012.54,1013.46
23.69,1012.52,1012.53,1013.48
23.77,1012.51,1012.52,1013.5
23.82,1012.53,1012.51,1013.52
23.75,1012.52,1012.53,1013.54
23.75,1012.51,1012.55,1013.53
23.5,1012.5,1012.54,1013.52
23.52,1012.49,1012.53,1013.54
23.63,1012.48,1012.52,1013.56
23.68,1012.5,1012.54,1013.55
23.86,1012.49,1012.56,1013.57
23.57,1012.48,1012.58,1013.56
23.6,1012.47,1012.57,1013.58
23.78,1012.46,1012.59,1013.6
23.87,1012.48,1012.58,1013.59
23.78,1012.47,1012.6,1013.61
23.76,1012.46,1012.62,1013.6
23.93,1012.48,1012.64,1013.62
23.73,1012.5,1012.63,1013.64
23.42,1012.49,1012.62,1013.63
23.63,1012.48,1012.64,1013.62
23.64,1012.5,1012.66,1013.61
23.76,1012.52,1012.65,1013.6
23.86,1012.51,1012.64,1013.62
23.68,1012.53,1012.66,1013.64
23.64,1012.52,1012.68,1013.66
24.06,1012.51,1012.7,1013.68
23.85,1012.5,1012.69,1013.7
23.75,1012.49,1012.71,1013.72
23.86,1012.51,1012.7,1013.71
23.74,1012.5,1012.69,1013.7
24.06,1012.49,1012.71,1013.69
24.01,1012.51,1012.7,1013.68
24.02,1012.53,1012.69,1013.7
24.14,1012.52,1012.71,1013.72
24.15,1012.54,1012.7,1013.74
24.12,1012.56,1012.72,1013.76
24.1,1012.55,1012.71,1013.78
23.85,1012.54,1012.73,1013.8
24.21,1012.53,1012.72,1013.79
24.31,1012.52,1012.71,1013.81
24.35,1012.54,1012.73,1013.83
24.47,1012.56,1012.72,1013.85
24.44,1012.58,1012.74,1013.84
24.45,1012.6,1012.73,1013.86
24.53,1012.62,1012.75,1013.88
24.53,1012.64,1012.77,1013.9
24.44,1012.66,1012.79,1013.89
24.36,1012.65,1012.78,1013.88
24.28,1012.64,1012.77,1013.9
24.4,1012.66,1012.79,1013.92
24.51,1012.65,1012.78,1013.91
24.13,1012.64,1012.77,1013.93
24.19,1012.66,1012.79,1013.95
24.2,1012.68,1012.81,1013.97
24.18,1012.67,1012.83,1013.96
24.35,1012.66,1012.82,1013.95
24.43,1012.65,1012.84,1013.94
24.43,1012.67,1012.86,1013.96
24.42,1012.69,1012.88,1013.98
24.25,1012.71,1012.9,1013.97
24.35,1012.7,1012.89,1013.99
24.58,1012.72,1012.91,1014.01
24.48,1012.74,1012.9,1014
24.59,1012.76,1012.89,1014.02
24.48,1012.75,1012.88,1014.01
24.6,1012.74,1012.9,1014
24.68,1012.76,1012.92,1014.02
24.78,1012.75,1012.91,1014.01
24.77,1012.77,1012.9,1014
24.67,1012.79,1012.89,1014.02
24.74,1012.81,1012.88,1014.01
24.82,1012.8,1012.9,1014
24.88,1012.79,1012.89,1014.02
24.83,1012.81,1012.88,1014.01
24.92,1012.8,1012.87,1014
24.82,1012.82,1012.86,1013.99
24.71,1012.81,1012.88,1013.98
24.71,1012.8,1012.87,1013.97
24.7,1012.79,1012.86,1013.99
24.69,1012.81,1012.88,1013.98
24.46,1012.8,1012.9,1014
24.45,1012.79,1012.92,1013.99
24.23,1012.81,1012.91,1014.01
24.3,1012.8,1012.9,1014.03
24.19,1012.82,1012.89,1014.02
24.58,1012.81,1012.91,1014.01
24.72,1012.83,1012.93,1014.03
24.76,1012.82,1012.92,1014.02
24.86,1012.81,1012.91,1014.04
24.84,1012.8,1012.93,1014.06
24.8,1012.79,1012.92,1014.08
24.87,1012.81,1012.94,1014.07
24.97,1012.8,1012.96,1014.06
25.02,1012.79,1012.98,1014.05
24.91,1012.81,1012.97,1014.07
25.16,1012.83,1012.96,1014.06
24.99,1012.82,1012.95,1014.08
24.92,1012.84,1012.97,1014.1
24.92,1012.86,1012.96,1014.09
25.05,1012.88,1012.98,1014.11
25.16,1012.9,1012.97,1014.13
25.24,1012.92,1012.99,1014.15
25.35,1012.91,1013.01,1014.17
25.32,1012.9,1013.03,1014.16
25.36,1012.89,1013.05,1014.15
25.27,1012.88,1013.04,1014.14
25.35,1012.87,1013.06,1014.13
25.37,1012.89,1013.08,1014.12
25.47,1012.91,1013.1,1014.14
25.4,1012.93,1013.12,1014.13
25.42,1012.92,1013.11,1014.12
25.45,1012.91,1013.13,1014.11
25.41,1012.93,1013.15,1014.1
25.52,1012.95,1013.17,1014.09
25.55,1012.97,1013.19,1014.08
25.63,1012.96,1013.18,1014.07
25.7,1012.95,1013.17,1014.09
25.73,1012.97,1013.19,1014.11
25.73,1012.96,1013.21,1014.1
25.7,1012.95,1013.2,1014.09
25.64,1012.94,1013.19,1014.08
25.68,1012.93,1013.21,1014.07
25.67,1012.95,1013.23,1014.06
25.74,1012.97,1013.22,1014.05
25.73,1012.96,1013.21,1014.04
25.78,1012.98,1013.2,1014.03
25.8,1013,1013.19,1014.05
25.79,1013.02,1013.18,1014.04
25.73,1013.04,1013.2,1014.03
25.91,1013.06,1013.19,1014.02
25.92,1013.08,1013.21,1014.04
25.83,1013.1,1013.2,1014.06
25.83,1013.12,1013.22,1014.08
26.02,1013.14,1013.24,1014.07
26.01,1013.16,1013.23,1014.06
25.87,1013.15,1013.25,1014.08
25.93,1013.17,1013.27,1014.1
25.97,1013.16,1013.26,1014.09
25.9,1013.15,1013.25,1014.11
25.9,1013.17,1013.24,1014.13
25.89,1013.16,1013.26,1014.15
26,1013.15,1013.25,1014.17
25.98,1013.14,1013.27,1014.16
25.94,1013.13,1013.29,1014.15
25.98,1013.12,1013.31,1014.14
25.97,1013.14,1013.33,1014.13
26.07,1013.13,1013.32,1014.12
26.01,1013.15,1013.34,1014.14
26.06,1013.14,1013.36,1014.16
26.15,1013.16,1013.38,1014.18
26.22,1013.15,1013.4,1014.17
26.24,1013.17,1013.42,1014.19
26.37,1013.16,1013.44,1014.18
26.36,1013.15,1013.43,1014.2
26.42,1013.17,1013.42,1014.22
26.45,1013.16,1013.44,1014.24
26.44,1013.15,1013.43,1014.23
26.44,1013.17,1013.42,1014.25
26.46,1013.16,1013.41,1014.27
26.48,1013.15,1013.43,1014.26
26.51,1013.17,1013.45,1014.25
26.51,1013.19,1013.47,1014.24
26.57,1013.18,1013.46,1014.23
26.57,1013.2,1013.48,1014.25
26.57,1013.19,1013.5,1014.24
26.59,1013.21,1013.49,1014.23
26.63,1013.23,1013.48,1014.22
26.65,1013.22,1013.47,1014.24
26.66,1013.21,1013.49,1014.26
26.63,1013.2,1013.51,1014.28
26.71,1013.22,1013.5,1014.3
26.68,1013.21,1013.52,1014.29
26.65,1013.2,1013.54,1014.28
26.76,1013.22,1013.56,1014.3
26.76,1013.24,1013.55,1014.32
26.81,1013.23,1013.54,1014.31
26.73,1013.22,1013.56,1014.3
26.73,1013.24,1013.58,1014.29
26.72,1013.26,1013.6,1014.28
26.6,1013.28,1013.59,1014.27
26.61,1013.3,1013.58,1014.29
26.55,1013.32,1013.6,1014.31
26.6,1013.34,1013.59,1014.3
26.7,1013.36,1013.61,1014.29
26.86,1013.38,1013.6,1014.28
26.75,1013.37,1013.59,1014.27
26.62,1013.39,1013.58,1014.29
26.51,1013.41,1013.6,1014.28
26.54,1013.43,1013.59,1014.27
26.53,1013.45,1013.61,1014.29
26.51,1013.47,1013.63,1014.31
26.51,1013.49,1013.65,1014.3
26.5,1013.48,1013.64,1014.29
26.49,1013.5,1013.66,1014.31
26.52,1013.49,1013.68,1014.3
26.54,1013.51,1013.67,1014.29
26.57,1013.5,1013.69,1014.31
26.55,1013.52,1013.71,1014.3
26.57,1013.54,1013.7,1014.32
26.55,1013.53,1013.72,1014.31
26.58,1013.55,1013.71,1014.33
26.72,1013.54,1013.73,1014.35
26.88,1013.56,1013.75,1014.37
26.91,1013.58,1013.77,1014.39
26.77,1013.6,1013.76,1014.41
26.69,1013.62,1013.75,1014.4
26.68,1013.61,1013.74,1014.42
26.71,1013.63,1013.76,1014.41
26.71,1013.65,1013.78,1014.4
26.7,1013.67,1013.77,1014.39
26.7,1013.69,1013.76,1014.38
26.73,1013.68,1013.75,1014.4
26.78,1013.67,1013.77,1014.39
26.73,1013.66,1013.79,1014.38
26.69,1013.68,1013.81,1014.4
26.64,1013.7,1013.83,1014.39
26.58,1013.72,1013.85,1014.41
26.61,1013.74,1013.84,1014.4
26.58,1013.76,1013.83,1014.39
26.55,1013.78,1013.85,1014.38
26.53,1013.8,1013.87,1014.37
26.44,1013.82,1013.89,1014.36
26.44,1013.84,1013.91,1014.35
26.51,1013.83,1013.9,1014.37
26.44,1013.82,1013.92,1014.36
26.53,1013.81,1013.94,1014.38
26.5,1013.83,1013.93,1014.37
26.53,1013.85,1013.92,1014.36
26.5,1013.84,1013.91,1014.35
26.46,1013.83,1013.9,1014.34
26.51,1013.85,1013.89,1014.36
26.46,1013.87,1013.88,1014.38
26.45,1013.89,1013.9,1014.37
26.31,1013.91,1013.89,1014.39
26.34,1013.9,1013.91,1014.41
26.25,1013.92,1013.9,1014.4
26.49,1013.94,1013.92,1014.42
26.54,1013.96,1013.94,1014.41
26.59,1013.98,1013.96,1014.4
26.63,1013.97,1013.98,1014.39
26.57,1013.96,1014,1014.38
26.58,1013.95,1013.99,1014.4
26.45,1013.94,1014.01,1014.39
26.44,1013.93,1014.03,1014.41
26.47,1013.95,1014.02,1014.4
26.45,1013.94,1014.04,1014.39
26.43,1013.93,1014.06,1014.41
26.39,1013.92,1014.08,1014.43
26.32,1013.94,1014.1,1014.45
26.34,1013.93,1014.09,1014.44
26.33,1013.92,1014.11,1014.46
26.27,1013.91,1014.1,1014.45
26.21,1013.93,1014.09,1014.44
26.26,1013.95,1014.11,1014.43
26.39,1013.97,1014.13,1014.42
26.33,1013.96,1014.15,1014.44
26.4,1013.95,1014.17,1014.43
26.34,1013.97,1014.19,1014.45
26.32,1013.96,1014.18,1014.47
26.4,1013.98,1014.17,1014.49
26.47,1014,1014.16,1014.48
26.36,1014.02,1014.15,1014.5
26.33,1014.01,1014.17,1014.49
26.3,1014.03,1014.16,1014.48
26.34,1014.05,1014.15,1014.5
26.42,1014.07,1014.14,1014.49
26.4,1014.09,1014.13,1014.48
26.44,1014.11,1014.15,1014.5
26.47,1014.1,1014.14,1014.49
26.46,1014.12,1014.16,1014.51
26.32,1014.11,1014.15,1014.5
26.34,1014.13,1014.14,1014.52
26.38,1014.15,1014.13,1014.54
26.24,1014.17,1014.12,1014.53
26.19,1014.19,1014.14,1014.52
26.26,1014.21,1014.13,1014.54
26.29,1014.23,1014.12,1014.56
26.29,1014.22,1014.14,1014.55
26.39,1014.21,1014.13,1014.57
26.28,1014.23,1014.12,1014.59
26.39,1014.25,1014.11,1014.61
26.29,1014.27,1014.13,1014.6
26.25,1014.29,1014.15,1014.62
26.29,1014.31,1014.17,1014.61
26.32,1014.33,1014.16,1014.6
26.36,1014.32,1014.15,1014.59
26.27,1014.31,1014.17,1014.58
26.28,1014.33,1014.16,1014.57
26.26,1014.32,1014.18,1014.56
26.34,1014.31,1014.2,1014.58
26.25,1014.3,1014.22,1014.58
26.3,1014.32,1014.21,1014.6
26.29,1014.34,1014.2,1014.59
26.33,1014.33,1014.22,1014.59
26.26,1014.35,1014.21,1014.59
26.34,1014.37,1014.2,1014.59
26.27,1014.39,1014.19,1014.61
26.28,1014.38,1014.18,1014.63
26.24,1014.37,1014.17,1014.65
26.24,1014.39,1014.19,1014.67
26.24,1014.38,1014.18,1014.66
26.28,1014.4,1014.2,1014.68
26.26,1014.39,1014.19,1014.68
26.35,1014.38,1014.21,1014.68
26.29,1014.37,1014.23,1014.68
26.25,1014.36,1014.22,1014.68
26.22,1014.35,1014.24,1014.68
26.25,1014.34,1014.26,1014.7
26.26,1014.36,1014.28,1014.69
26.28,1014.35,1014.27,1014.68
26.25,1014.34,1014.26,1014.68
26.19,1014.33,1014.25,1014.7
26.23,1014.35,1014.24,1014.72
26.25,1014.37,1014.26,1014.72
26.33,1014.39,1014.25,1014.74
26.38,1014.38,1014.27,1014.73
26.38,1014.37,1014.26,1014.75
26.3,1014.39,1014.25,1014.75
26.27,1014.41,1014.27,1014.77
26.36,1014.4,1014.26,1014.76
26.29,1014.39,1014.25,1014.75
26.3,1014.41,1014.24,1014.75
26.29,1014.4,1014.23,1014.77
26.2,1014.42,1014.22,1014.79
26.19,1014.41,1014.21,1014.81
26.21,1014.43,1014.2,1014.81
26.22,1014.45,1014.19,1014.83
26.19,1014.44,1014.21,1014.85
26.17,1014.46,1014.23,1014.85
26.21,1014.48,1014.25,1014.85
26.24,1014.47,1014.24,1014.85
26.2,1014.46,1014.23,1014.87
26.2,1014.45,1014.25,1014.86
26.25,1014.47,1014.24,1014.88
26.02,1014.46,1014.26,1014.9
26.03,1014.48,1014.25,1014.92
26.16,1014.5,1014.27,1014.92
26.14,1014.52,1014.29,1014.94
26.14,1014.54,1014.28,1014.93
26.12,1014.56,1014.3,1014.92
26.15,1014.58,1014.32,1014.94
26.07,1014.57,1014.34,1014.96
26.15,1014.59,1014.36,1014.98
26.1,1014.61,1014.38,1014.98
26.06,1014.63,1014.4,1015
26.16,1014.65,1014.42,1014.99
26.15,1014.64,1014.41,1015.01
26.18,1014.66,1014.4,1015
26.24,1014.65,1014.39,1014.99
26.23,1014.64,1014.38,1015.01
26.15,1014.63,1014.4,1015.03
26.13,1014.65,1014.42,1015.03
26.13,1014.67,1014.44,1015.05
26.06,1014.69,1014.43,1015.04
25.98,1014.71,1014.45,1015.04
26.19,1014.73,1014.44,1015.06
26.16,1014.75,1014.46,1015.05
26.08,1014.74,1014.45,1015.07
26.2,1014.76,1014.47,1015.09
26.1,1014.78,1014.49,1015.09
26.1,1014.77,1014.51,1015.11
26.12,1014.79,1014.53,1015.13
26.15,1014.81,1014.52,1015.13
26.03,1014.83,1014.51,1015.15
26.01,1014.85,1014.53,1015.17
26.01,1014.84,1014.52,1015.19
26,1014.86,1014.54,1015.21
25.99,1014.88,1014.56,1015.2
25.97,1014.87,1014.55,1015.22
25.91,1014.86,1014.57,1015.22
26.08,1014.85,1014.59,1015.22
25.91,1014.84,1014.58,1015.22
25.93,1014.86,1014.6,1015.22
25.93,1014.85,1014.59,1015.22
26.07,1014.87,1014.61,1015.24
26.1,1014.86,1014.6,1015.24
26.03,1014.88,1014.59,1015.24
25.96,1014.9,1014.58,1015.24
25.94,1014.92,1014.57,1015.26
25.9,1014.94,1014.59,1015.26
25.95,1014.93,1014.61,1015.28
25.91,1014.95,1014.63,1015.3
25.98,1014.94,1014.65,1015.32
25.94,1014.93,1014.64,1015.34
25.92,1014.92,1014.63,1015.36
25.95,1014.94,1014.62,1015.38
26.13,1014.96,1014.61,1015.4
26.01,1014.98,1014.6,1015.42
25.91,1014.97,1014.59,1015.44
25.86,1014.99,1014.61,1015.46
26,1015.01,1014.6,1015.48
25.97,1015,1014.62,1015.5
25.89,1014.99,1014.61,1015.52
25.89,1015.01,1014.63,1015.54
25.89,1015.03,1014.65,1015.53
25.88,1015.05,1014.67,1015.52
25.78,1015.07,1014.69,1015.51
25.84,1015.09,1014.68,1015.51
25.71,1015.08,1014.7,1015.53
25.74,1015.1,1014.69,1015.55
25.8,1015.09,1014.68,1015.57
25.86,1015.11,1014.67,1015.56
25.95,1015.13,1014.69,1015.58
25.85,1015.15,1014.71,1015.6
25.78,1015.17,1014.73,1015.6
25.78,1015.19,1014.75,1015.62
25.79,1015.21,1014.74,1015.64
25.78,1015.23,1014.73,1015.66
25.84,1015.25,1014.75,1015.68
25.85,1015.24,1014.74,1015.68
25.78,1015.23,1014.76,1015.68
25.6,1015.22,1014.75,1015.7
25.72,1015.24,1014.74,1015.72
25.77,1015.26,1014.73,1015.74
25.8,1015.25,1014.75,1015.74
25.76,1015.24,1014.74,1015.76
25.75,1015.26,1014.76,1015.78
25.69,1015.25,1014.78,1015.8
25.62,1015.24,1014.77,1015.82
25.61,1015.26,1014.79,1015.84
25.68,1015.28,1014.78,1015.84
25.85,1015.27,1014.8,1015.84
25.84,1015.26,1014.79,1015.84
25.82,1015.28,1014.78,1015.86
25.74,1015.3,1014.8,1015.88
25.67,1015.29,1014.82,1015.88
25.61,1015.31,1014.81,1015.9
25.81,1015.3,1014.83,1015.9
25.73,1015.29,1014.82,1015.9
25.75,1015.28,1014.81,1015.92
25.75,1015.3,1014.8,1015.92
25.64,1015.32,1014.82,1015.94
25.67,1015.34,1014.81,1015.94
25.71,1015.36,1014.8,1015.94
25.65,1015.38,1014.82,1015.96
25.59,1015.4,1014.81,1015.96
25.54,1015.42,1014.83,1015.96
25.64,1015.41,1014.82,1015.98
25.6,1015.43,1014.84,1016
25.6,1015.42,1014.83,1016
25.58,1015.41,1014.82,1016
25.65,1015.4,1014.81,1016
25.64,1015.42,1014.8,1016
25.55,1015.44,1014.79,1016.02
25.57,1015.46,1014.81,1016.02
25.58,1015.48,1014.8,1016.02
25.55,1015.47,1014.79,1016.04
25.61,1015.49,1014.78,1016.04
25.49,1015.48,1014.77,1016.06
25.55,1015.47,1014.76,1016.06
25.6,1015.46,1014.75,1016.06
25.68,1015.48,1014.77,1016.08
25.55,1015.47,1014.76,1016.08
25.63,1015.49,1014.75,1016.08
25.7,1015.51,1014.74,1016.08
25.63,1015.5,1014.76,1016.08
25.67,1015.52,1014.78,1016.08
25.5,1015.54,1014.77,1016.08
25.52,1015.53,1014.76,1016.08
25.57,1015.55,1014.78,1016.1
25.52,1015.57,1014.77,1016.1
25.48,1015.59,1014.79,1016.1
25.55,1015.58,1014.81,1016.12
25.5,1015.57,1014.8,1016.12
25.5,1015.59,1014.79,1016.14
25.49,1015.61,1014.78,1016.14
25.54,1015.6,1014.8,1016.16
25.58,1015.62,1014.79,1016.16
25.57,1015.64,1014.78,1016.18
25.57,1015.63,1014.8,1016.2
25.58,1015.65,1014.82,1016.2
25.39,1015.64,1014.84,1016.22
25.48,1015.63,1014.86,1016.24
25.38,1015.62,1014.85,1016.26
25.4,1015.61,1014.87,1016.26
25.46,1015.6,1014.89,1016.26
25.42,1015.62,1014.88,1016.28
25.47,1015.64,1014.9,1016.3
25.49,1015.63,1014.92,1016.3
25.39,1015.62,1014.91,1016.3
25.55,1015.64,1014.9,1016.3
25.55,1015.63,1014.92,1016.3
25.49,1015.62,1014.91,1016.32
25.53,1015.61,1014.9,1016.32
25.51,1015.63,1014.89,1016.32
25.51,1015.65,1014.88,1016.32
25.52,1015.64,1014.87,1016.34
25.62,1015.66,1014.86,1016.34
25.6,1015.68,1014.85,1016.36
25.56,1015.67,1014.84,1016.36
25.54,1015.66,1014.83,1016.38
25.4,1015.65,1014.85,1016.38
25.43,1015.67,1014.85,1016.38
25.46,1015.69,1014.87,1016.38
25.56,1015.68,1014.86,1016.4
25.46,1015.7,1014.85,1016.4
25.53,1015.72,1014.85,1016.42
25.55,1015.74,1014.87,1016.42
25.51,1015.76,1014.89,1016.44
25.61,1015.78,1014.91,1016.44
25.58,1015.8,1014.93,1016.46
25.56,1015.79,1014.92,1016.48
25.56,1015.78,1014.91,1016.48
25.64,1015.77,1014.9,1016.48
25.55,1015.79,1014.92,1016.5
25.59,1015.81,1014.94,1016.52
25.58,1015.8,1014.93,1016.52
25.59,1015.82,1014.95,1016.52
25.56,1015.81,1014.94,1016.52
25.58,1015.83,1014.96,1016.54
25.61,1015.82,1014.98,1016.54
25.63,1015.84,1015,1016.54
25.66,1015.86,1014.99,1016.54
25.64,1015.85,1015.01,1016.56
25.62,1015.84,1015.03,1016.58
25.57,1015.83,1015.02,1016.6
25.53,1015.85,1015.01,1016.6
25.59,1015.87,1015.03,1016.6
25.56,1015.86,1015.02,1016.6
25.52,1015.88,1015.04,1016.6
25.57,1015.9,1015.06,1016.62
25.65,1015.92,1015.08,1016.62
25.7,1015.91,1015.1,1016.64
25.68,1015.93,1015.12,1016.64
25.7,1015.92,1015.14,1016.66
25.75,1015.94,1015.16,1016.66
25.76,1015.93,1015.15,1016.66
25.78,1015.95,1015.14,1016.66
25.79,1015.97,1015.16,1016.66
25.74,1015.96,1015.18,1016.68
25.76,1015.95,1015.2,1016.7
25.75,1015.94,1015.19,1016.72
25.75,1015.93,1015.21,1016.72
25.74,1015.92,1015.2,1016.74
25.75,1015.94,1015.22,1016.76
25.77,1015.93,1015.24,1016.78
25.77,1015.95,1015.26,1016.78
25.76,1015.97,1015.28,1016.8
25.8,1015.96,1015.27,1016.82
25.79,1015.98,1015.26,1016.82
25.78,1015.97,1015.25,1016.84
25.74,1015.99,1015.24,1016.86
25.77,1015.98,1015.23,1016.85
25.77,1016,1015.25,1016.87
25.69,1016.02,1015.24,1016.87
25.73,1016.01,1015.23,1016.87
25.82,1016,1015.22,1016.89
25.77,1015.99,1015.21,1016.89
25.78,1015.98,1015.23,1016.91
25.79,1016,1015.25,1016.91
25.78,1016.02,1015.24,1016.93
25.72,1016.01,1015.23,1016.93
25.73,1016,1015.22,1016.95
25.71,1016.02,1015.21,1016.95
25.8,1016.01,1015.2,1016.95
25.82,1016.03,1015.19,1016.97
25.86,1016.02,1015.18,1016.97
25.9,1016.01,1015.2,1016.99
25.9,1016.03,1015.19,1016.99
25.85,1016.02,1015.18,1017.01
25.95,1016.04,1015.17,1017.01
25.96,1016.03,1015.16,1017.03
25.96,1016.02,1015.18,1017.05
26,1016.04,1015.17,1017.07
26.02,1016.06,1015.19,1017.09
26.04,1016.08,1015.21,1017.08
26.08,1016.07,1015.23,1017.08
26.06,1016.06,1015.25,1017.08
26.02,1016.05,1015.27,1017.08
26.05,1016.07,1015.26,1017.1
26.06,1016.06,1015.25,1017.1
26.13,1016.08,1015.24,1017.1
26.05,1016.07,1015.23,1017.12
26.1,1016.09,1015.22,1017.12
26.11,1016.08,1015.21,1017.12
26.15,1016.07,1015.23,1017.12
26.08,1016.09,1015.22,1017.12
26.11,1016.11,1015.21,1017.14
26.15,1016.13,1015.23,1017.16
26.15,1016.15,1015.22,1017.18
26.19,1016.17,1015.24,1017.18
26.2,1016.19,1015.23,1017.18
26.21,1016.18,1015.22,1017.18
26.19,1016.17,1015.21,1017.18
26.21,1016.16,1015.23,1017.18
26.17,1016.18,1015.22,1017.18
26.15,1016.17,1015.24,1017.2
26.22,1016.19,1015.23,1017.22
26.26,1016.18,1015.22,1017.24
26.26,1016.17,1015.24,1017.26
26.23,1016.19,1015.26,1017.26
26.25,1016.18,1015.28,1017.28
26.18,1016.17,1015.27,1017.3
26.18,1016.19,1015.26,1017.3
26.32,1016.21,1015.25,1017.32
26.31,1016.2,1015.27,1017.34
26.35,1016.19,1015.29,1017.36
26.33,1016.21,1015.28,1017.38
26.28,1016.23,1015.27,1017.37
26.26,1016.22,1015.29,1017.39
26.31,1016.24,1015.28,1017.39
26.32,1016.26,1015.3,1017.39
26.35,1016.25,1015.29,1017.41
26.23,1016.24,1015.31,1017.43
26.23,1016.26,1015.3,1017.43
26.29,1016.26,1015.32,1017.43
26.24,1016.26,1015.31,1017.43
26.24,1016.28,1015.33,1017.43
26.26,1016.3,1015.32,1017.43
26.28,1016.32,1015.34,1017.43
26.26,1016.32,1015.33,1017.43
26.21,1016.32,1015.35,1017.43
26.25,1016.32,1015.34,1017.45
26.25,1016.32,1015.36,1017.47
26.3,1016.34,1015.38,1017.49
26.24,1016.33,1015.4,1017.49
26.24,1016.35,1015.39,1017.51
26.26,1016.37,1015.41,1017.53
26.26,1016.36,1015.4,1017.55
26.26,1016.36,1015.42,1017.57
26.26,1016.36,1015.44,1017.59
26.26,1016.38,1015.46,1017.61
26.22,1016.37,1015.48,1017.63
26.28,1016.36,1015.5,1017.65
26.28,1016.36,1015.49,1017.67
26.27,1016.38,1015.48,1017.66
26.26,1016.4,1015.5,1017.66
26.25,1016.4,1015.52,1017.66
26.24,1016.42,1015.51,1017.66
26.25,1016.41,1015.5,1017.66
26.25,1016.43,1015.52,1017.68
26.24,1016.43,1015.51,1017.68
26.27,1016.45,1015.53,1017.7
26.26,1016.44,1015.52,1017.72
26.27,1016.46,1015.54,1017.74
26.25,1016.46,1015.53,1017.76
26.35,1016.48,1015.52,1017.78
26.29,1016.5,1015.51,1017.78
26.28,1016.52,1015.5,1017.8
26.32,1016.52,1015.49,1017.82
26.28,1016.52,1015.48,1017.82
26.29,1016.54,1015.47,1017.84
26.34,1016.56,1015.46,1017.83
26.38,1016.58,1015.45,1017.85
26.37,1016.58,1015.44,1017.85
26.4,1016.6,1015.46,1017.87
26.47,1016.6,1015.48,1017.87
26.52,1016.6,1015.5,1017.89
26.45,1016.62,1015.52,1017.89
26.45,1016.64,1015.51,1017.89
26.57,1016.64,1015.53,1017.89
26.59,1016.64,1015.55,1017.91
26.63,1016.66,1015.54,1017.93
26.57,1016.68,1015.56,1017.93
26.61,1016.67,1015.55,1017.95
26.63,1016.66,1015.54,1017.95
26.61,1016.66,1015.53,1017.97
26.61,1016.68,1015.52,1017.97
26.66,1016.67,1015.51,1017.99
26.66,1016.69,1015.53,1018.01
26.64,1016.68,1015.55,1018.01
26.64,1016.7,1015.54,1018.01
26.57,1016.72,1015.53,1018.03
26.59,1016.72,1015.55,1018.03
26.62,1016.74,1015.57,1018.03
26.59,1016.76,1015.56,1018.03
26.58,1016.75,1015.55,1018.03
26.56,1016.77,1015.57,1018.03
26.64,1016.77,1015.59,1018.05
26.61,1016.79,1015.61,1018.05
