Temp,Pork,Label
24.16,1013.94,warning
24.18,1013.93,warning
24.15,1013.95,warning
24.16,1013.94,warning
24.11,1013.93,warning
24.08,1013.92,warning
24.03,1013.94,warning
24.03,1013.93,warning
24.04,1013.92,warning
24.03,1013.91,warning
24.07,1013.93,warning
24.07,1013.95,warning
24.1,1013.97,warning
24.07,1013.96,warning
24.07,1013.95,warning
24.07,1013.97,warning
24.07,1013.96,warning
24.09,1013.98,warning
24.07,1014,warning
24.02,1014.02,warning
23.98,1014.01,warning
24.06,1014.03,warning
23.99,1014.05,warning
24.01,1014.07,warning
24.03,1014.09,warning
23.98,1014.11,warning
24,1014.1,warning
23.97,1014.12,warning
23.97,1014.11,warning
23.98,1014.13,warning
23.99,1014.15,warning
23.96,1014.17,warning
23.97,1014.19,warning
23.93,1014.21,warning
23.93,1014.23,warning
23.93,1014.22,warning
23.98,1014.21,warning
23.98,1014.23,warning
23.93,1014.25,warning
23.95,1014.27,warning
23.93,1014.29,warning
23.91,1014.31,warning
23.97,1014.33,warning
23.97,1014.32,warning
23.95,1014.31,warning
23.94,1014.33,warning
23.89,1014.32,warning
23.94,1014.31,warning
23.9,1014.3,warning
23.88,1014.32,warning
23.91,1014.34,warning
23.94,1014.33,warning
23.93,1014.35,warning
23.91,1014.37,warning
23.9,1014.39,warning
23.93,1014.38,warning
23.91,1014.37,warning
23.94,1014.39,warning
23.91,1014.38,warning
23.91,1014.4,warning
23.88,1014.39,warning
23.89,1014.38,warning
23.88,1014.37,warning
23.92,1014.36,warning
23.92,1014.35,warning
23.85,1014.34,warning
23.9,1014.36,warning
23.87,1014.35,warning
23.87,1014.34,warning
23.88,1014.33,warning
23.87,1014.35,warning
23.87,1014.37,warning
23.86,1014.39,warning
23.86,1014.38,warning
23.85,1014.37,warning
23.84,1014.39,warning
23.82,1014.41,warning
23.84,1014.4,warning
23.84,1014.39,warning
23.83,1014.41,warning
23.81,1014.4,warning
23.8,1014.42,warning
23.85,1014.41,warning
23.8,1014.43,warning
23.81,1014.45,warning
23.84,1014.44,warning
23.85,1014.46,warning
23.79,1014.48,warning
23.79,1014.47,warning
23.77,1014.46,warning
23.79,1014.45,warning
23.78,1014.47,warning
23.78,1014.46,warning
23.78,1014.48,warning
23.79,1014.5,warning
23.8,1014.52,warning
23.79,1014.54,warning
23.82,1014.56,warning
23.84,1014.58,warning
23.82,1014.57,warning
23.85,1014.59,warning
23.8,1014.61,warning
23.82,1014.63,warning
23.81,1014.65,warning
23.84,1014.64,warning
23.86,1014.66,warning
23.87,1014.65,warning
23.84,1014.64,warning
23.79,1014.63,warning
23.82,1014.65,warning
23.79,1014.67,warning
23.84,1014.69,warning
23.84,1014.71,warning
23.87,1014.73,warning
23.88,1014.75,warning
23.87,1014.74,warning
23.91,1014.76,warning
23.94,1014.78,warning
23.94,1014.77,warning
23.92,1014.79,warning
23.93,1014.81,warning
23.95,1014.83,warning
23.96,1014.85,warning
24.01,1014.84,warning
23.99,1014.86,warning
23.95,1014.88,warning
23.95,1014.87,warning
23.95,1014.86,warning
23.94,1014.85,warning
23.93,1014.84,warning
23.94,1014.86,warning
23.97,1014.85,warning
23.97,1014.87,warning
23.98,1014.86,warning
23.99,1014.88,warning
23.99,1014.9,warning
23.98,1014.92,warning
23.97,1014.94,warning
23.95,1014.93,warning
23.98,1014.95,warning
23.99,1014.94,warning
24.03,1014.93,warning
23.98,1014.92,warning
24.01,1014.94,warning
24.02,1014.96,warning
24.02,1014.98,warning
24.05,1014.97,warning
24.07,1014.99,warning
24.07,1015.01,warning
24.01,1015,warning
23.97,1014.99,warning
23.94,1015.01,warning
23.91,1015.03,warning
23.9,1015.05,warning
23.86,1015.07,warning
23.85,1015.09,warning
23.86,1015.08,warning
23.85,1015.1,warning
23.81,1015.09,warning
23.79,1015.11,warning
23.78,1015.13,warning
23.82,1015.15,warning
23.86,1015.17,warning
23.9,1015.19,warning
23.92,1015.21,warning
23.95,1015.23,warning
23.98,1015.25,warning
24.01,1015.24,warning
23.99,1015.23,warning
24.01,1015.22,warning
24.02,1015.24,warning
24.03,1015.26,warning
24.04,1015.25,warning
24.06,1015.24,warning
24.06,1015.26,warning
24.09,1015.25,warning
24.09,1015.24,warning
24.11,1015.26,warning
24.12,1015.28,warning
24.14,1015.27,warning
24.14,1015.26,warning
24.16,1015.28,warning
24.16,1015.3,warning
24.18,1015.29,warning
24.19,1015.31,warning
24.19,1015.3,warning
24.19,1015.29,warning
24.21,1015.28,warning
24.2,1015.3,warning
24.19,1015.32,warning
24.21,1015.34,warning
24.2,1015.36,warning
24.22,1015.38,warning
24.2,1015.4,warning
24.2,1015.42,warning
24.2,1015.41,warning
24.19,1015.43,warning
24.18,1015.42,warning
24.21,1015.41,warning
24.21,1015.4,warning
24.22,1015.42,warning
24.2,1015.44,warning
24.2,1015.46,warning
24.19,1015.48,warning
24.22,1015.47,warning
24.22,1015.49,warning
24.21,1015.48,warning
24.22,1015.47,warning
24.22,1015.46,warning
24.21,1015.48,warning
24.21,1015.47,warning
24.23,1015.49,warning
24.24,1015.51,warning
24.24,1015.5,warning
24.23,1015.52,warning
24.23,1015.54,warning
24.22,1015.53,warning
24.23,1015.55,warning
24.23,1015.57,warning
24.2,1015.59,warning
24.21,1015.58,warning
24.21,1015.57,warning
24.19,1015.59,warning
24.21,1015.61,warning
24.19,1015.6,warning
24.19,1015.62,warning
24.21,1015.64,warning
24.21,1015.63,warning
24.2,1015.65,warning
24.2,1015.64,warning
24.19,1015.63,warning
24.2,1015.62,warning
24.2,1015.61,warning
24.19,1015.6,warning
24.19,1015.62,warning
24.21,1015.64,warning
24.21,1015.63,warning
24.21,1015.62,warning
24.22,1015.64,warning
24.21,1015.63,warning
24.22,1015.62,warning
24.22,1015.61,warning
24.22,1015.63,warning
24.21,1015.65,warning
24.23,1015.64,warning
24.23,1015.66,warning
24.24,1015.68,warning
24.24,1015.67,warning
24.24,1015.66,warning
24.26,1015.65,warning
24.3,1015.67,warning
24.34,1015.69,warning
24.36,1015.68,warning
24.34,1015.7,warning
24.33,1015.72,warning
24.35,1015.74,warning
24.37,1015.76,warning
24.4,1015.78,warning
24.38,1015.8,warning
24.39,1015.79,warning
24.43,1015.78,warning
24.47,1015.77,warning
24.44,1015.79,warning
24.43,1015.81,warning
24.42,1015.8,warning
24.43,1015.82,warning
24.45,1015.81,warning
24.5,1015.83,warning
24.46,1015.82,warning
24.45,1015.84,warning
24.43,1015.86,warning
24.42,1015.85,warning
24.4,1015.84,warning
24.4,1015.83,warning
24.42,1015.85,warning
24.4,1015.87,warning
24.42,1015.86,warning
24.46,1015.88,warning
24.5,1015.9,warning
24.48,1015.92,warning
24.48,1015.91,warning
24.48,1015.93,warning
24.54,1015.92,warning
24.53,1015.94,warning
24.51,1015.93,warning
24.52,1015.95,warning
24.58,1015.97,warning
24.64,1015.96,warning
24.61,1015.95,warning
24.6,1015.94,warning
24.57,1015.93,warning
24.58,1015.92,warning
24.59,1015.94,warning
24.61,1015.93,warning
24.6,1015.95,warning
24.58,1015.97,warning
24.59,1015.96,warning
24.59,1015.98,warning
24.58,1015.97,warning
24.57,1015.99,warning
24.53,1015.98,warning
24.56,1016,warning
24.52,1016.02,warning
24.53,1016.01,warning
24.5,1016,warning
24.48,1015.99,warning
24.48,1015.98,warning
24.49,1016,warning
24.47,1016.02,warning
24.45,1016.01,warning
24.44,1016,warning
24.48,1016.02,warning
24.48,1016.01,warning
24.48,1016.03,warning
24.5,1016.02,warning
24.52,1016.01,warning
24.51,1016.03,warning
24.45,1016.02,warning
24.45,1016.04,warning
24.42,1016.03,warning
24.43,1016.02,warning
24.44,1016.04,warning
24.43,1016.06,warning
24.46,1016.08,warning
24.42,1016.07,warning
24.44,1016.06,warning
24.45,1016.05,warning
24.45,1016.07,warning
24.45,1016.06,warning
24.44,1016.08,warning
24.43,1016.07,warning
24.45,1016.09,warning
24.44,1016.08,warning
24.41,1016.07,warning
24.42,1016.09,warning
24.42,1016.11,warning
24.41,1016.13,warning
24.4,1016.15,warning
24.4,1016.17,warning
24.41,1016.19,warning
24.39,1016.18,warning
24.38,1016.17,warning
24.37,1016.16,warning
24.37,1016.18,warning
24.36,1016.17,warning
24.35,1016.19,warning
24.35,1016.18,warning
24.32,1016.17,warning
24.32,1016.19,warning
24.31,1016.18,warning
24.35,1016.17,warning
24.35,1016.19,warning
24.35,1016.21,warning
24.37,1016.2,warning
24.37,1016.19,warning
24.35,1016.21,warning
24.33,1016.23,warning
24.33,1016.22,warning
24.33,1016.24,warning
24.34,1016.26,warning
24.34,1016.25,warning
24.34,1016.24,warning
24.36,1016.26,warning
24.39,1016.26,warning
24.41,1016.26,warning
24.4,1016.28,warning
24.41,1016.3,warning
24.43,1016.32,warning
24.46,1016.32,warning
24.47,1016.32,warning
24.47,1016.32,warning
24.48,1016.32,warning
24.5,1016.34,warning
24.47,1016.33,warning
24.47,1016.35,warning
24.48,1016.37,warning
24.47,1016.36,warning
24.51,1016.36,warning
24.51,1016.36,warning
24.51,1016.38,warning
24.49,1016.37,warning
24.51,1016.36,warning
24.52,1016.36,warning
24.52,1016.38,warning
24.5,1016.4,warning
24.49,1016.4,warning
24.44,1016.42,warning
24.47,1016.41,warning
24.49,1016.43,warning
24.51,1016.43,warning
24.52,1016.45,warning
24.53,1016.44,warning
24.53,1016.46,warning
24.52,1016.46,warning
24.5,1016.48,warning
24.5,1016.5,warning
24.5,1016.52,warning
24.5,1016.52,warning
24.52,1016.52,warning
24.53,1016.54,warning
24.54,1016.56,warning
24.56,1016.58,warning
24.55,1016.58,warning
24.57,1016.6,warning
24.55,1016.6,warning
24.55,1016.6,warning
24.57,1016.62,warning
24.58,1016.64,warning
24.58,1016.64,warning
24.59,1016.64,warning
24.56,1016.66,warning
24.56,1016.68,warning
24.64,1016.67,warning
24.62,1016.66,warning
24.64,1016.66,warning
24.62,1016.68,warning
24.62,1016.67,warning
24.64,1016.69,warning
24.64,1016.68,warning
24.65,1016.7,warning
24.67,1016.72,warning
24.68,1016.72,warning
24.66,1016.74,warning
24.67,1016.76,warning
24.69,1016.75,warning
24.71,1016.77,warning
24.7,1016.77,warning
24.73,1016.79,warning
24.73,1016.81,warning
24.72,1016.83,warning
24.73,1016.82,warning
24.72,1016.84,warning
24.74,1016.86,warning
24.73,1016.88,warning
24.74,1016.9,warning
24.73,1016.92,warning
24.71,1016.94,warning
24.69,1016.96,warning
24.72,1016.95,warning
24.72,1016.97,warning
24.73,1016.96,warning
24.74,1016.98,warning
24.74,1016.97,warning
24.75,1016.99,warning
24.74,1017.01,warning
24.77,1017,warning
24.76,1016.99,warning
24.76,1017.01,warning
24.75,1017,warning
24.75,1016.99,warning
24.77,1016.98,warning
24.76,1016.97,warning
24.76,1016.99,warning
24.78,1017.01,warning
24.76,1017,warning
24.73,1017.02,warning
24.72,1017.02,warning
24.75,1017.02,warning
24.72,1017.04,warning
24.68,1017.04,warning
24.65,1017.06,warning
24.6,1017.08,warning
24.58,1017.1,warning
24.57,1017.12,warning
24.54,1017.11,warning
24.52,1017.13,warning
24.48,1017.15,warning
24.45,1017.17,warning
24.43,1017.17,warning
24.38,1017.17,warning
24.35,1017.19,warning
24.3,1017.21,warning
24.31,1017.2,warning
24.29,1017.19,warning
24.31,1017.19,warning
24.29,1017.19,warning
24.27,1017.19,warning
24.26,1017.21,warning
24.21,1017.23,warning
24.22,1017.22,warning
24.22,1017.21,warning
24.24,1017.2,warning
24.23,1017.22,warning
24.24,1017.24,warning
24.21,1017.26,warning
24.21,1017.25,warning
24.19,1017.27,warning
24.17,1017.27,warning
24.19,1017.27,warning
24.19,1017.29,warning
24.2,1017.29,warning
24.2,1017.31,warning
24.2,1017.33,warning
24.21,1017.35,warning
24.21,1017.35,warning
24.21,1017.37,warning
24.21,1017.39,warning
24.21,1017.38,warning
24.19,1017.4,warning
24.19,1017.4,warning
24.19,1017.42,warning
24.18,1017.44,warning
24.18,1017.46,warning
24.19,1017.46,warning
24.16,1017.46,warning
24.16,1017.46,warning
24.18,1017.46,warning
24.15,1017.46,warning
24.14,1017.46,warning
24.13,1017.46,warning
24.12,1017.46,warning
24.11,1017.48,warning
24.12,1017.48,warning
24.1,1017.48,warning
24.11,1017.48,warning
24.09,1017.48,warning
24.05,1017.48,warning
24.06,1017.48,warning
24.05,1017.48,warning
24.07,1017.5,warning
24.06,1017.52,warning
24.06,1017.54,warning
24.06,1017.54,warning
24.06,1017.56,warning
24.05,1017.58,warning
24.01,1017.6,warning
24.01,1017.6,warning
24,1017.6,warning
23.97,1017.6,warning
23.97,1017.6,warning
24,1017.6,warning
24.01,1017.6,warning
23.97,1017.62,warning
23.95,1017.62,warning
23.92,1017.64,warning
23.92,1017.64,warning
23.94,1017.66,warning
23.93,1017.66,warning
23.91,1017.66,warning
23.9,1017.68,warning
23.91,1017.68,warning
23.89,1017.7,warning
23.9,1017.72,warning
23.9,1017.72,warning
23.92,1017.72,warning
23.87,1017.74,warning
23.87,1017.74,warning
23.89,1017.74,warning
23.89,1017.74,warning
23.89,1017.74,warning
23.87,1017.76,warning
23.88,1017.76,warning
23.85,1017.78,warning
23.87,1017.8,warning
23.9,1017.82,warning
23.89,1017.84,warning
23.87,1017.84,warning
23.84,1017.84,warning
23.85,1017.86,warning
23.84,1017.88,warning
23.82,1017.9,warning
23.8,1017.92,warning
23.84,1017.92,warning
23.86,1017.92,warning
23.83,1017.94,warning
23.8,1017.96,warning
23.83,1017.96,warning
23.84,1017.98,warning
23.8,1017.98,warning
23.81,1017.98,warning
23.81,1018,warning
23.8,1018.02,warning
23.79,1018.04,warning
23.81,1018.06,warning
23.8,1018.06,warning
23.79,1018.08,warning
23.78,1018.1,warning
23.78,1018.12,warning
23.8,1018.14,warning
23.79,1018.16,warning
23.77,1018.16,warning
23.75,1018.18,warning
23.79,1018.2,warning
23.8,1018.22,warning
23.77,1018.24,warning
23.79,1018.24,warning
23.79,1018.26,warning
23.79,1018.28,warning
23.79,1018.28,warning
23.75,1018.28,warning
23.73,1018.3,warning
23.75,1018.32,warning
23.77,1018.32,warning
23.76,1018.34,warning
23.75,1018.36,warning
23.73,1018.38,warning
23.75,1018.38,warning
23.74,1018.38,warning
23.75,1018.4,warning
23.75,1018.42,warning
23.74,1018.44,warning
23.74,1018.46,warning
23.75,1018.46,warning
23.77,1018.46,warning
23.75,1018.48,warning
23.74,1018.5,warning
23.73,1018.5,warning
23.71,1018.5,warning
23.72,1018.52,warning
23.7,1018.51,warning
23.7,1018.53,warning
23.69,1018.53,warning
23.68,1018.53,warning
23.67,1018.53,warning
23.68,1018.53,warning
23.68,1018.55,warning
23.64,1018.55,warning
23.63,1018.57,warning
23.66,1018.59,warning
23.68,1018.59,warning
23.69,1018.59,warning
23.71,1018.59,warning
23.72,1018.59,warning
23.72,1018.61,warning
23.74,1018.61,warning
23.73,1018.63,warning
23.72,1018.63,warning
23.73,1018.65,warning
23.75,1018.65,warning
23.75,1018.67,warning
23.76,1018.67,warning
23.78,1018.67,warning
23.78,1018.67,warning
23.8,1018.67,warning
23.81,1018.67,warning
23.81,1018.67,warning
23.81,1018.69,warning
23.82,1018.69,warning
23.81,1018.69,warning
23.79,1018.71,warning
23.77,1018.73,warning
23.79,1018.75,warning
23.78,1018.77,warning
23.78,1018.79,warning
23.81,1018.78,warning
23.78,1018.78,warning
23.8,1018.78,warning
23.83,1018.78,warning
23.84,1018.8,warning
23.85,1018.82,warning
23.82,1018.82,warning
23.85,1018.84,warning
23.85,1018.86,warning
23.85,1018.88,warning
23.83,1018.88,warning
23.84,1018.9,warning
23.86,1018.9,warning
23.91,1018.9,warning
23.9,1018.9,warning
23.91,1018.9,warning
23.92,1018.9,warning
23.95,1018.92,warning
23.95,1018.92,warning
23.93,1018.92,warning
23.9,1018.94,warning
23.89,1018.94,warning
23.92,1018.94,warning
23.92,1018.94,warning
23.94,1018.94,warning
23.96,1018.96,warning
23.95,1018.96,warning
23.96,1018.98,warning
23.96,1018.98,warning
23.99,1018.98,warning
23.97,1019,warning
23.99,1019.02,warning
23.95,1019.04,warning
24.01,1019.06,warning
24.02,1019.08,warning
24.03,1019.1,warning
24.05,1019.12,warning
24.06,1019.11,warning
24.08,1019.11,warning
24.07,1019.13,warning
24.06,1019.15,warning
24.07,1019.17,warning
24.08,1019.19,warning
24.08,1019.21,warning
24.1,1019.23,warning
24.12,1019.25,warning
24.09,1019.27,warning
23.99,1019.26,warning
23.92,1019.26,warning
23.87,1019.28,warning
23.85,1019.3,warning
23.84,1019.3,warning
23.81,1019.32,warning
23.79,1019.34,warning
23.78,1019.36,warning
23.77,1019.36,warning
23.79,1019.38,warning
23.75,1019.38,warning
23.73,1019.4,warning
23.71,1019.4,warning
23.69,1019.4,warning
23.69,1019.42,warning
23.69,1019.44,warning
23.65,1019.44,warning
23.69,1019.46,warning
23.66,1019.46,warning
23.67,1019.48,warning
23.65,1019.5,warning
23.63,1019.52,warning
23.62,1019.54,warning
23.63,1019.53,warning
23.64,1019.55,warning
23.66,1019.55,warning
23.7,1019.55,warning
23.7,1019.55,warning
23.65,1019.55,warning
23.65,1019.55,warning
23.68,1019.55,warning
23.81,1019.57,warning
23.9,1019.59,warning
23.91,1019.59,warning
23.93,1019.61,warning
23.99,1019.63,warning
24.01,1019.65,warning
23.98,1019.67,warning
23.99,1019.69,warning
24.04,1019.71,warning
24.05,1019.71,warning
24.04,1019.73,warning
24.06,1019.75,warning
24.12,1019.75,warning
24.13,1019.75,warning
24.17,1019.75,warning
24.21,1019.77,warning
24.25,1019.76,warning
24.32,1019.78,warning
24.3,1019.78,warning
24.31,1019.8,warning
24.34,1019.8,warning
24.38,1019.82,warning
24.37,1019.82,warning
24.36,1019.84,warning
24.31,1019.86,warning
24.31,1019.86,warning
24.29,1019.86,warning
24.36,1019.88,warning
24.42,1019.88,warning
24.38,1019.9,warning
24.35,1019.9,warning
24.28,1019.9,warning
24.29,1019.9,warning
24.27,1019.92,warning
24.25,1019.92,warning
24.23,1019.94,warning
24.24,1019.96,warning
24.22,1019.96,warning
24.22,1019.98,warning
24.22,1020,warning
24.22,1020.02,warning
24.23,1020.01,warning
24.27,1020.01,warning
24.3,1020.01,warning
24.34,1020.01,warning
24.36,1020.01,warning
24.36,1020.03,warning
24.38,1020.05,warning
24.42,1020.05,warning
24.43,1020.07,warning
24.43,1020.07,warning
24.43,1020.07,warning
24.42,1020.07,warning
24.4,1020.09,warning
24.4,1020.09,warning
24.38,1020.09,warning
24.36,1020.09,warning
24.35,1020.11,warning
24.33,1020.13,warning
24.33,1020.15,warning
24.33,1020.17,warning
24.29,1020.17,warning
24.26,1020.19,warning
24.22,1020.19,warning
24.22,1020.21,warning
24.23,1020.21,warning
24.26,1020.23,warning
24.27,1020.23,warning
24.25,1020.25,warning
24.28,1020.25,warning
24.27,1020.27,warning
24.29,1020.26,warning
24.31,1020.26,warning
24.3,1020.26,warning
24.3,1020.26,warning
24.31,1020.26,warning
24.33,1020.26,warning
24.32,1020.26,warning
24.39,1020.28,warning
24.4,1020.3,warning
24.43,1020.3,warning
24.42,1020.32,warning
24.41,1020.31,warning
24.42,1020.3,warning
24.44,1020.3,warning
24.43,1020.3,warning
24.44,1020.3,warning
24.43,1020.32,warning
24.46,1020.34,warning
24.45,1020.34,warning
24.43,1020.36,warning
24.4,1020.35,warning
24.43,1020.37,warning
24.47,1020.37,warning
24.5,1020.39,warning
24.52,1020.38,warning
24.5,1020.38,warning
24.5,1020.4,warning
24.49,1020.39,warning
24.49,1020.38,warning
24.5,1020.38,warning
24.52,1020.38,warning
24.54,1020.4,warning
24.5,1020.39,warning
24.48,1020.41,warning
24.46,1020.41,warning
24.5,1020.41,warning
24.48,1020.41,warning
24.47,1020.41,warning
24.47,1020.43,warning
24.47,1020.43,warning
24.45,1020.45,warning
24.44,1020.45,warning
24.45,1020.47,warning
24.43,1020.49,warning
24.44,1020.49,warning
24.52,1020.51,warning
24.56,1020.51,warning
24.51,1020.51,warning
24.4,1020.53,warning
24.4,1020.52,warning
24.38,1020.54,warning
24.32,1020.54,warning
24.34,1020.56,warning
24.33,1020.55,warning
24.37,1020.57,warning
24.4,1020.59,warning
24.41,1020.59,warning
24.44,1020.61,warning
24.44,1020.63,warning
24.44,1020.65,warning
24.44,1020.67,warning
24.45,1020.67,warning
24.45,1020.67,warning
24.45,1020.69,warning
24.48,1020.71,warning
24.52,1020.73,warning
24.53,1020.72,warning
24.54,1020.72,warning
24.51,1020.72,warning
24.54,1020.72,warning
24.59,1020.74,warning
24.63,1020.74,warning
24.62,1020.76,warning
24.54,1020.76,warning
24.5,1020.76,warning
24.52,1020.76,warning
24.52,1020.78,warning
24.48,1020.77,warning
24.49,1020.76,warning
24.5,1020.76,warning
24.48,1020.78,warning
24.5,1020.77,warning
24.51,1020.76,warning
24.47,1020.78,warning
24.47,1020.77,warning
24.46,1020.76,warning
24.5,1020.76,warning
24.54,1020.78,warning
24.48,1020.77,warning
24.48,1020.76,warning
24.48,1020.76,warning
24.52,1020.78,warning
24.52,1020.77,warning
24.54,1020.79,warning
24.57,1020.81,warning
24.59,1020.83,warning
24.62,1020.85,warning
24.64,1020.84,warning
24.65,1020.86,warning
24.66,1020.85,warning
24.7,1020.84,warning
24.69,1020.84,warning
24.72,1020.86,warning
24.74,1020.85,warning
24.76,1020.84,warning
24.76,1020.84,warning
24.78,1020.84,warning
24.83,1020.84,warning
24.8,1020.84,warning
24.77,1020.86,warning
24.77,1020.88,warning
24.75,1020.88,warning
24.72,1020.88,warning
24.7,1020.88,warning
24.65,1020.9,warning
24.63,1020.89,warning
24.62,1020.88,warning
24.6,1020.9,warning
24.59,1020.92,warning
24.54,1020.94,warning
24.53,1020.96,warning
24.51,1020.96,warning
24.5,1020.98,warning
24.47,1021,warning
24.47,1021,warning
24.43,1021.02,warning
24.44,1021.04,warning
24.41,1021.06,warning
24.44,1021.08,warning
24.42,1021.08,warning
24.41,1021.08,warning
24.48,1021.1,warning
24.5,1021.09,warning
24.48,1021.09,warning
24.5,1021.09,warning
24.47,1021.11,warning
24.51,1021.1,warning
24.51,1021.12,warning
24.51,1021.12,warning
24.52,1021.14,warning
24.52,1021.14,warning
24.54,1021.14,warning
24.54,1021.14,warning
24.53,1021.14,warning
24.53,1021.16,warning
24.51,1021.18,warning
24.49,1021.18,warning
24.48,1021.2,warning
24.5,1021.2,warning
24.51,1021.22,warning
24.52,1021.24,warning
24.52,1021.24,warning
24.51,1021.26,warning
24.49,1021.28,warning
24.54,1021.27,warning
24.54,1021.29,warning
24.55,1021.29,Rotting
24.55,1021.31,Rotting
24.54,1021.3,Rotting
24.54,1021.32,Rotting
24.58,1021.31,Rotting
24.57,1021.3,Rotting
24.57,1021.32,Rotting
24.59,1021.31,Rotting
24.59,1021.3,Rotting
24.61,1021.32,Rotting
24.6,1021.34,Rotting
24.59,1021.36,Rotting
24.59,1021.38,Rotting
24.59,1021.4,Rotting
24.59,1021.39,Rotting
24.61,1021.41,Rotting
24.6,1021.41,Rotting
24.59,1021.43,Rotting
24.62,1021.43,Rotting
24.62,1021.45,Rotting
24.62,1021.47,Rotting
24.62,1021.49,Rotting
24.62,1021.49,Rotting
24.64,1021.49,Rotting
24.63,1021.49,Rotting
24.63,1021.49,Rotting
24.63,1021.49,Rotting
24.62,1021.49,Rotting
24.6,1021.49,Rotting
24.6,1021.51,Rotting
24.59,1021.51,Rotting
24.57,1021.53,Rotting
24.58,1021.55,Rotting
24.58,1021.57,Rotting
24.6,1021.59,Rotting
24.6,1021.61,Rotting
24.61,1021.63,Rotting
24.6,1021.63,Rotting
24.6,1021.65,Rotting
24.59,1021.64,Rotting
24.57,1021.64,Rotting
24.59,1021.66,Rotting
24.6,1021.66,Rotting
24.62,1021.66,Rotting
24.61,1021.68,Rotting
24.61,1021.7,Rotting
24.62,1021.7,Rotting
24.62,1021.7,Rotting
24.6,1021.7,Rotting
24.6,1021.72,Rotting
24.59,1021.74,Rotting
24.6,1021.74,Rotting
24.63,1021.76,Rotting
24.62,1021.76,Rotting
24.63,1021.76,Rotting
24.61,1021.76,Rotting
24.62,1021.76,Rotting
24.63,1021.76,Rotting
24.63,1021.76,Rotting
24.63,1021.76,Rotting
24.66,1021.76,Rotting
24.64,1021.78,Rotting
24.63,1021.8,Rotting
24.63,1021.8,Rotting
24.63,1021.82,Rotting
24.65,1021.84,Rotting
24.65,1021.86,Rotting
24.67,1021.85,Rotting
24.69,1021.87,Rotting
24.6,1021.89,Rotting
24.58,1021.91,Rotting
24.56,1021.93,Rotting
24.52,1021.95,Rotting
24.53,1021.97,Rotting
24.53,1021.97,Rotting
24.5,1021.97,Rotting
24.47,1021.99,Rotting
24.38,1021.99,Rotting
24.32,1021.99,Rotting
24.26,1022.01,Rotting
24.29,1022.03,Rotting
24.28,1022.05,Rotting
24.29,1022.07,Rotting
24.25,1022.06,Rotting
24.22,1022.05,Rotting
24.18,1022.05,Rotting
24.19,1022.05,Rotting
24.16,1022.07,Rotting
24.17,1022.09,Rotting
24.16,1022.11,Rotting
24.1,1022.1,Rotting
24.1,1022.09,Rotting
24.11,1022.09,Rotting
24.1,1022.09,Rotting
24.08,1022.11,Rotting
24.03,1022.1,Rotting
24.05,1022.12,Rotting
24.05,1022.12,Rotting
24.05,1022.12,Rotting
24.02,1022.14,Rotting
24,1022.16,Rotting
23.99,1022.18,Rotting
24.02,1022.2,Rotting
24,1022.2,Rotting
23.97,1022.22,Rotting
24.01,1022.24,Rotting
23.98,1022.24,Rotting
23.98,1022.24,Rotting
23.99,1022.26,Rotting
23.97,1022.26,Rotting
23.97,1022.26,Rotting
23.96,1022.28,Rotting
23.98,1022.27,Rotting
23.99,1022.26,Rotting
23.99,1022.26,Rotting
23.97,1022.26,Rotting
23.93,1022.26,Rotting
23.93,1022.28,Rotting
23.93,1022.3,Rotting
23.92,1022.32,Rotting
23.93,1022.31,Rotting
23.88,1022.33,Rotting
23.88,1022.33,Rotting
23.88,1022.35,Rotting
23.89,1022.37,Rotting
23.89,1022.37,Rotting
23.87,1022.39,Rotting
23.82,1022.41,Rotting
23.83,1022.41,Rotting
23.83,1022.43,Rotting
23.78,1022.43,Rotting
23.77,1022.43,Rotting
23.8,1022.45,Rotting
23.81,1022.47,Rotting
23.84,1022.47,Rotting
23.85,1022.49,Rotting
23.83,1022.51,Rotting
23.82,1022.51,Rotting
23.85,1022.53,Rotting
23.85,1022.52,Rotting
23.82,1022.51,Rotting
23.83,1022.53,Rotting
23.83,1022.52,Rotting
23.84,1022.54,Rotting
23.83,1022.54,Rotting
23.82,1022.54,Rotting
23.79,1022.54,Rotting
23.81,1022.56,Rotting
23.79,1022.58,Rotting
23.78,1022.58,Rotting
23.78,1022.58,Rotting
23.79,1022.58,Rotting
23.76,1022.6,Rotting
23.8,1022.62,Rotting
23.78,1022.62,Rotting
23.78,1022.64,Rotting
23.76,1022.64,Rotting
23.76,1022.64,Rotting
23.78,1022.64,Rotting
23.75,1022.64,Rotting
23.77,1022.64,Rotting
23.77,1022.64,Rotting
23.76,1022.64,Rotting
23.78,1022.66,Rotting
23.75,1022.68,Rotting
23.77,1022.68,Rotting
23.77,1022.7,Rotting
23.75,1022.7,Rotting
23.76,1022.72,Rotting
23.76,1022.74,Rotting
23.76,1022.76,Rotting
23.75,1022.78,Rotting
23.74,1022.8,Rotting
23.74,1022.8,Rotting
23.7,1022.8,Rotting
23.66,1022.8,Rotting
23.68,1022.82,Rotting
23.63,1022.84,Rotting
23.66,1022.84,Rotting
23.68,1022.84,Rotting
23.71,1022.86,Rotting
23.71,1022.88,Rotting
23.72,1022.88,Rotting
23.71,1022.9,Rotting
23.72,1022.92,Rotting
23.7,1022.92,Rotting
23.69,1022.92,Rotting
23.7,1022.94,Rotting
