Temp,Fish,Label
26.64,1013.83,Warning
26.58,1013.85,Warning
26.61,1013.84,Warning
26.58,1013.83,Warning
26.55,1013.85,Warning
26.53,1013.87,Warning
26.44,1013.89,Warning
26.44,1013.91,Warning
26.51,1013.9,Warning
26.44,1013.92,Warning
26.53,1013.94,Warning
26.5,1013.93,Warning
26.53,1013.92,Warning
26.5,1013.91,Warning
26.46,1013.9,Warning
26.51,1013.89,Warning
26.46,1013.88,Warning
26.45,1013.9,Warning
26.31,1013.89,Warning
26.34,1013.91,Warning
26.25,1013.9,Warning
26.49,1013.92,Warning
26.54,1013.94,Warning
26.59,1013.96,Warning
26.63,1013.98,Warning
26.57,1014,Warning
26.58,1013.99,Warning
26.45,1014.01,Warning
26.44,1014.03,Warning
26.47,1014.02,Warning
26.45,1014.04,Warning
26.43,1014.06,Warning
26.39,1014.08,Warning
26.32,1014.1,Warning
26.34,1014.09,Warning
26.33,1014.11,Warning
26.27,1014.1,Warning
26.21,1014.09,Warning
26.26,1014.11,Warning
26.39,1014.13,Warning
26.33,1014.15,Warning
26.4,1014.17,Warning
26.34,1014.19,Warning
26.32,1014.18,Warning
26.4,1014.17,Warning
26.47,1014.16,Warning
26.36,1014.15,Warning
26.33,1014.17,Warning
26.3,1014.16,Warning
26.34,1014.15,Warning
26.42,1014.14,Warning
26.4,1014.13,Warning
26.44,1014.15,Warning
26.47,1014.14,Warning
26.46,1014.16,Warning
26.32,1014.15,Warning
26.34,1014.14,Warning
26.38,1014.13,Warning
26.24,1014.12,Warning
26.19,1014.14,Warning
26.26,1014.13,Warning
26.29,1014.12,Warning
26.29,1014.14,Warning
26.39,1014.13,Warning
26.28,1014.12,Warning
26.39,1014.11,Warning
26.29,1014.13,Warning
26.25,1014.15,Warning
26.29,1014.17,Warning
26.32,1014.16,Warning
26.36,1014.15,Warning
26.27,1014.17,Warning
26.28,1014.16,Warning
26.26,1014.18,Warning
26.34,1014.2,Warning
26.25,1014.22,Warning
26.3,1014.21,Warning
26.29,1014.2,Warning
26.33,1014.22,Warning
26.26,1014.21,Warning
26.34,1014.2,Warning
26.27,1014.19,Warning
26.28,1014.18,Warning
26.24,1014.17,Warning
26.24,1014.19,Warning
26.24,1014.18,Warning
26.28,1014.2,Warning
26.26,1014.19,Warning
26.35,1014.21,Warning
26.29,1014.23,Warning
26.25,1014.22,Warning
26.22,1014.24,Warning
26.25,1014.26,Warning
26.26,1014.28,Warning
26.28,1014.27,Warning
26.25,1014.26,Warning
26.19,1014.25,Warning
26.23,1014.24,Warning
26.25,1014.26,Warning
26.33,1014.25,Warning
26.38,1014.27,Warning
26.38,1014.26,Warning
26.3,1014.25,Warning
26.27,1014.27,Warning
26.36,1014.26,Warning
26.29,1014.25,Warning
26.3,1014.24,Warning
26.29,1014.23,Warning
26.2,1014.22,Warning
26.19,1014.21,Warning
26.21,1014.2,Warning
26.22,1014.19,Warning
26.19,1014.21,Warning
26.17,1014.23,Warning
26.21,1014.25,Warning
26.24,1014.24,Warning
26.2,1014.23,Warning
26.2,1014.25,Warning
26.25,1014.24,Warning
26.02,1014.26,Warning
26.03,1014.25,Warning
26.16,1014.27,Warning
26.14,1014.29,Warning
26.14,1014.28,Warning
26.12,1014.3,Warning
26.15,1014.32,Warning
26.07,1014.34,Warning
26.15,1014.36,Warning
26.1,1014.38,Warning
26.06,1014.4,Warning
26.16,1014.42,Warning
26.15,1014.41,Warning
26.18,1014.4,Warning
26.24,1014.39,Warning
26.23,1014.38,Warning
26.15,1014.4,Warning
26.13,1014.42,Warning
26.13,1014.44,Warning
26.06,1014.43,Warning
25.98,1014.45,Warning
26.19,1014.44,Warning
26.16,1014.46,Warning
26.08,1014.45,Warning
26.2,1014.47,Warning
26.1,1014.49,Warning
26.1,1014.51,Warning
26.12,1014.53,Warning
26.15,1014.52,Warning
26.03,1014.51,Warning
26.01,1014.53,Warning
26.01,1014.52,Warning
26,1014.54,Warning
25.99,1014.56,Warning
25.97,1014.55,Warning
25.91,1014.57,Warning
26.08,1014.59,Warning
25.91,1014.58,Warning
25.93,1014.6,Warning
25.93,1014.59,Warning
26.07,1014.61,Warning
26.1,1014.6,Warning
26.03,1014.59,Warning
25.96,1014.58,Warning
25.94,1014.57,Warning
25.9,1014.59,Warning
25.95,1014.61,Warning
25.91,1014.63,Warning
25.98,1014.65,Warning
25.94,1014.64,Warning
25.92,1014.63,Warning
25.95,1014.62,Warning
26.13,1014.61,Warning
26.01,1014.6,Warning
25.91,1014.59,Warning
25.86,1014.61,Warning
26,1014.6,Warning
25.97,1014.62,Warning
25.89,1014.61,Warning
25.89,1014.63,Warning
25.89,1014.65,Warning
25.88,1014.67,Warning
25.78,1014.69,Warning
25.84,1014.68,Warning
25.71,1014.7,Warning
25.74,1014.69,Warning
25.8,1014.68,Warning
25.86,1014.67,Warning
25.95,1014.69,Warning
25.85,1014.71,Warning
25.78,1014.73,Warning
25.78,1014.75,Warning
25.79,1014.74,Warning
25.78,1014.73,Warning
25.84,1014.75,Warning
25.85,1014.74,Warning
25.78,1014.76,Warning
25.6,1014.75,Warning
25.72,1014.74,Warning
25.77,1014.73,Warning
25.8,1014.75,Warning
25.76,1014.74,Warning
25.75,1014.76,Warning
25.69,1014.78,Warning
25.62,1014.77,Warning
25.61,1014.79,Warning
25.68,1014.78,Warning
25.85,1014.8,Warning
25.84,1014.79,Warning
25.82,1014.78,Warning
25.74,1014.8,Warning
25.67,1014.82,Warning
25.61,1014.81,Warning
25.81,1014.83,Warning
25.73,1014.82,Warning
25.75,1014.81,Warning
25.75,1014.8,Warning
25.64,1014.82,Warning
25.67,1014.81,Warning
25.71,1014.8,Warning
25.65,1014.82,Warning
25.59,1014.81,Warning
25.54,1014.83,Warning
25.64,1014.82,Warning
25.6,1014.84,Warning
25.6,1014.83,Warning
25.58,1014.82,Warning
25.65,1014.81,Warning
25.64,1014.8,Warning
25.55,1014.79,Warning
25.57,1014.81,Warning
25.58,1014.8,Warning
25.55,1014.79,Warning
25.61,1014.78,Warning
25.49,1014.77,Warning
25.55,1014.76,Warning
25.6,1014.75,Warning
25.68,1014.77,Warning
25.55,1014.76,Warning
25.63,1014.75,Warning
25.7,1014.74,Warning
25.63,1014.76,Warning
25.67,1014.78,Warning
25.5,1014.77,Warning
25.52,1014.76,Warning
25.57,1014.78,Warning
25.52,1014.77,Warning
25.48,1014.79,Warning
25.55,1014.81,Warning
25.5,1014.8,Warning
25.5,1014.79,Warning
25.49,1014.78,Warning
25.54,1014.8,Warning
25.58,1014.79,Warning
25.57,1014.78,Warning
25.57,1014.8,Warning
25.58,1014.82,Warning
25.39,1014.84,Warning
25.48,1014.86,Warning
25.38,1014.85,Warning
25.4,1014.87,Warning
25.46,1014.89,Warning
25.42,1014.88,Warning
25.47,1014.9,Warning
25.49,1014.92,Warning
25.39,1014.91,Warning
25.55,1014.9,Warning
25.55,1014.92,Warning
25.49,1014.91,Warning
25.53,1014.9,Warning
25.51,1014.89,Warning
25.51,1014.88,Warning
25.52,1014.87,Warning
25.62,1014.86,Warning
25.6,1014.85,Warning
25.56,1014.84,Warning
25.54,1014.83,Warning
25.4,1014.85,Warning
25.43,1014.85,Warning
25.46,1014.87,Warning
25.56,1014.86,Warning
25.46,1014.85,Warning
25.53,1014.85,Warning
25.55,1014.87,Warning
25.51,1014.89,Warning
25.61,1014.91,Warning
25.58,1014.93,Warning
25.56,1014.92,Warning
25.56,1014.91,Warning
25.64,1014.9,Warning
25.55,1014.92,Warning
25.59,1014.94,Warning
25.58,1014.93,Warning
25.59,1014.95,Warning
25.56,1014.94,Warning
25.58,1014.96,Warning
25.61,1014.98,Warning
25.63,1015,Warning
25.66,1014.99,Warning
25.64,1015.01,Warning
25.62,1015.03,Warning
25.57,1015.02,Warning
25.53,1015.01,Warning
25.59,1015.03,Warning
25.56,1015.02,Warning
25.52,1015.04,Warning
25.57,1015.06,Warning
25.65,1015.08,Warning
25.7,1015.1,Warning
25.68,1015.12,Warning
25.7,1015.14,Warning
25.75,1015.16,Warning
25.76,1015.15,Warning
25.78,1015.14,Warning
25.79,1015.16,Warning
25.74,1015.18,Warning
25.76,1015.2,Warning
25.75,1015.19,Warning
25.75,1015.21,Warning
25.74,1015.2,Warning
25.75,1015.22,Warning
25.77,1015.24,Warning
25.77,1015.26,Warning
25.76,1015.28,Warning
25.8,1015.27,Warning
25.79,1015.26,Warning
25.78,1015.25,Warning
25.74,1015.24,Warning
25.77,1015.23,Warning
25.77,1015.25,Warning
25.69,1015.24,Warning
25.73,1015.23,Warning
25.82,1015.22,Warning
25.77,1015.21,Warning
25.78,1015.23,Warning
25.79,1015.25,Warning
25.78,1015.24,Warning
25.72,1015.23,Warning
25.73,1015.22,Warning
25.71,1015.21,Warning
25.8,1015.2,Warning
25.82,1015.19,Warning
25.86,1015.18,Warning
25.9,1015.2,Warning
25.9,1015.19,Warning
25.85,1015.18,Warning
25.95,1015.17,Warning
25.96,1015.16,Warning
25.96,1015.18,Warning
26,1015.17,Warning
26.02,1015.19,Warning
26.04,1015.21,Warning
26.08,1015.23,Warning
26.06,1015.25,Warning
26.02,1015.27,Warning
26.05,1015.26,Warning
26.06,1015.25,Warning
26.13,1015.24,Warning
26.05,1015.23,Warning
26.1,1015.22,Warning
26.11,1015.21,Warning
26.15,1015.23,Warning
26.08,1015.22,Warning
26.11,1015.21,Warning
26.15,1015.23,Warning
26.15,1015.22,Warning
26.19,1015.24,Warning
26.2,1015.23,Warning
26.21,1015.22,Warning
26.19,1015.21,Warning
26.21,1015.23,Warning
26.17,1015.22,Warning
26.15,1015.24,Warning
26.22,1015.23,Warning
26.26,1015.22,Warning
26.26,1015.24,Warning
26.23,1015.26,Warning
26.25,1015.28,Warning
26.18,1015.27,Warning
26.18,1015.26,Warning
26.32,1015.25,Warning
26.31,1015.27,Warning
26.35,1015.29,Warning
26.33,1015.28,Warning
26.28,1015.27,Warning
26.26,1015.29,Warning
26.31,1015.28,Warning
26.32,1015.3,Warning
26.35,1015.29,Warning
26.23,1015.31,Warning
26.23,1015.3,Warning
26.29,1015.32,Warning
26.24,1015.31,Warning
26.24,1015.33,Warning
26.26,1015.32,Warning
26.28,1015.34,Warning
26.26,1015.33,Warning
26.21,1015.35,Warning
26.25,1015.34,Warning
26.25,1015.36,Warning
26.3,1015.38,Warning
26.24,1015.4,Warning
26.24,1015.39,Warning
26.26,1015.41,Warning
26.26,1015.4,Warning
26.26,1015.42,Warning
26.26,1015.44,Warning
26.26,1015.46,Warning
26.22,1015.48,Warning
26.28,1015.5,Warning
26.28,1015.49,Warning
26.27,1015.48,Warning
26.26,1015.5,Warning
26.25,1015.52,Warning
26.24,1015.51,Warning
26.25,1015.5,Warning
26.25,1015.52,Warning
26.24,1015.51,Warning
26.27,1015.53,Warning
26.26,1015.52,Warning
26.27,1015.54,Warning
26.25,1015.53,Warning
26.35,1015.52,Warning
26.29,1015.51,Warning
26.28,1015.5,Warning
26.32,1015.49,Warning
26.28,1015.48,Warning
26.29,1015.47,Warning
26.34,1015.46,Warning
26.38,1015.45,Warning
26.37,1015.44,Warning
26.4,1015.46,Warning
26.47,1015.48,Warning
26.52,1015.5,Warning
26.45,1015.52,Warning
26.45,1015.51,Warning
26.57,1015.53,Warning
26.59,1015.55,Warning
26.63,1015.54,Warning
26.57,1015.56,Warning
26.61,1015.55,Warning
26.63,1015.54,Warning
26.61,1015.53,Warning
26.61,1015.52,Warning
26.66,1015.51,Warning
26.66,1015.53,Warning
26.64,1015.55,Warning
26.64,1015.54,Warning
26.57,1015.53,Warning
26.59,1015.55,Warning
26.62,1015.57,Warning
26.59,1015.56,Warning
26.58,1015.55,Warning
26.56,1015.57,Warning
26.64,1015.59,Warning
26.61,1015.61,Warning
26.59,1015.6,Warning
26.58,1015.62,Warning
26.62,1015.61,Warning
26.61,1015.6,Warning
26.6,1015.59,Warning
26.58,1015.61,Warning
26.57,1015.6,Warning
26.58,1015.59,Warning
26.62,1015.61,Warning
26.59,1015.6,Warning
26.6,1015.59,Warning
26.62,1015.58,Warning
26.62,1015.57,Warning
26.59,1015.56,Warning
26.62,1015.55,Warning
26.63,1015.54,Warning
26.62,1015.53,Warning
26.65,1015.52,Warning
26.68,1015.54,Warning
26.68,1015.56,Warning
26.66,1015.58,Warning
26.62,1015.6,Warning
26.68,1015.62,Warning
26.65,1015.61,Warning
26.64,1015.63,Warning
26.64,1015.65,Warning
26.58,1015.67,Warning
26.66,1015.66,Warning
26.65,1015.68,Warning
26.67,1015.67,Warning
26.67,1015.66,Warning
26.67,1015.68,Warning
26.72,1015.7,Warning
26.69,1015.69,Warning
26.73,1015.71,Warning
26.74,1015.73,Warning
26.7,1015.72,Warning
26.7,1015.74,Warning
26.71,1015.73,Warning
26.73,1015.72,Warning
26.79,1015.74,Warning
26.86,1015.73,Warning
26.96,1015.72,Warning
27,1015.71,Warning
26.99,1015.7,Warning
26.94,1015.69,Warning
26.88,1015.71,Warning
26.92,1015.7,Warning
26.88,1015.72,Warning
26.9,1015.74,Warning
26.92,1015.76,Warning
26.94,1015.75,Warning
26.93,1015.77,Warning
26.91,1015.76,Warning
26.88,1015.75,Warning
26.91,1015.74,Warning
26.95,1015.76,Warning
26.93,1015.75,Warning
26.93,1015.74,Warning
26.96,1015.76,Warning
26.93,1015.75,Warning
26.98,1015.77,Warning
26.95,1015.79,Warning
26.91,1015.78,Warning
26.96,1015.77,Warning
27.07,1015.79,Warning
27.07,1015.81,Warning
27.04,1015.83,Warning
26.98,1015.85,Warning
27.01,1015.87,Warning
27.01,1015.86,Warning
27.02,1015.88,Warning
27.02,1015.9,Warning
27.01,1015.92,Warning
27.02,1015.94,Warning
27.03,1015.93,Warning
27.02,1015.92,Warning
27.01,1015.91,Warning
27.02,1015.93,Warning
27.03,1015.95,Warning
26.99,1015.94,Warning
26.96,1015.93,Warning
26.95,1015.92,Warning
26.94,1015.91,Warning
26.92,1015.9,Warning
26.91,1015.89,Warning
26.94,1015.91,Warning
26.98,1015.9,Warning
27,1015.92,Warning
27.02,1015.94,Warning
27.04,1015.96,Warning
27.13,1015.98,Warning
27.08,1016,Warning
27.08,1016.02,Warning
27.04,1016.01,Warning
27.03,1016,Warning
27.03,1016.02,Warning
27.04,1016.04,Warning
26.98,1016.03,Warning
26.81,1016.02,Warning
26.63,1016.04,Warning
26.5,1016.06,Warning
26.55,1016.05,Warning
26.44,1016.04,Warning
26.4,1016.06,Warning
26.37,1016.08,Warning
26.39,1016.07,Warning
26.46,1016.09,Warning
26.39,1016.08,Warning
26.37,1016.1,Warning
26.39,1016.09,Warning
26.44,1016.11,Warning
26.41,1016.1,Warning
26.3,1016.12,Warning
26.36,1016.14,Warning
26.34,1016.13,Warning
26.32,1016.12,Warning
26.21,1016.14,Warning
26.15,1016.16,Warning
26.13,1016.15,Warning
26.13,1016.14,Warning
26.18,1016.16,Warning
26.15,1016.15,Warning
26.1,1016.14,Warning
26.12,1016.13,Warning
26.08,1016.15,Warning
26.17,1016.17,Warning
26.09,1016.19,Warning
26.12,1016.18,Warning
26.11,1016.17,Warning
26.1,1016.16,Warning
26.05,1016.15,Warning
26.08,1016.14,Warning
26.1,1016.13,Warning
26.02,1016.12,Warning
26.04,1016.11,Warning
26.01,1016.1,Warning
25.94,1016.12,Warning
25.97,1016.14,Warning
25.9,1016.13,Warning
25.92,1016.12,Warning
26.09,1016.11,Warning
26.1,1016.1,Warning
26.04,1016.12,Warning
26.08,1016.14,Warning
26.17,1016.13,Warning
26.26,1016.12,Warning
26.13,1016.11,Warning
26.16,1016.1,Warning
26.12,1016.12,Warning
26.19,1016.14,Warning
26.02,1016.16,Warning
25.97,1016.18,Warning
25.99,1016.2,Warning
25.9,1016.22,Warning
25.92,1016.24,Warning
26.65,1016.23,Warning
26.63,1016.25,Warning
26.66,1016.27,Warning
26.62,1016.26,Warning
26.59,1016.25,Warning
26.59,1016.24,Warning
26.62,1016.23,Warning
26.6,1016.22,Warning
26.6,1016.24,Warning
26.55,1016.26,Warning
26.64,1016.25,Warning
26.6,1016.24,Warning
26.62,1016.23,Warning
26.59,1016.25,Warning
26.64,1016.24,Warning
26.58,1016.23,Warning
26.6,1016.22,Warning
26.59,1016.21,Warning
26.56,1016.23,Warning
26.59,1016.25,Warning
26.62,1016.27,Warning
26.59,1016.26,Warning
26.61,1016.25,Warning
26.62,1016.27,Warning
26.62,1016.26,Warning
26.57,1016.28,Warning
26.6,1016.27,Warning
26.65,1016.29,Warning
26.61,1016.31,Warning
26.66,1016.33,Warning
26.68,1016.32,Warning
26.67,1016.31,Warning
26.64,1016.33,Warning
26.65,1016.32,Warning
26.68,1016.34,Warning
26.66,1016.36,Warning
26.63,1016.38,Warning
26.64,1016.4,Warning
26.62,1016.42,Warning
26.67,1016.44,Warning
26.65,1016.43,Warning
26.67,1016.45,Warning
26.64,1016.47,Warning
26.68,1016.49,Warning
26.72,1016.48,Warning
26.69,1016.5,Warning
26.73,1016.52,Warning
26.75,1016.54,Warning
26.7,1016.56,Warning
26.7,1016.55,Warning
26.7,1016.54,Warning
26.73,1016.56,Warning
26.83,1016.58,Warning
26.86,1016.6,Warning
26.95,1016.62,Warning
26.99,1016.64,Warning
26.98,1016.63,Warning
26.93,1016.62,Warning
26.9,1016.64,Warning
26.92,1016.63,Warning
26.88,1016.62,Warning
26.9,1016.61,Warning
26.94,1016.63,Warning
26.95,1016.62,Warning
26.92,1016.64,Warning
26.91,1016.63,Warning
26.89,1016.65,Warning
26.93,1016.67,Warning
26.96,1016.66,Warning
26.93,1016.68,Warning
26.95,1016.67,Warning
26.95,1016.66,Warning
26.9,1016.68,Warning
26.99,1016.67,Warning
26.94,1016.66,Warning
26.93,1016.65,Warning
26.96,1016.64,Warning
27.06,1016.66,Warning
27.07,1016.65,Warning
27.04,1016.67,Warning
26.98,1016.66,Warning
27.02,1016.68,Warning
27.01,1016.7,Warning
27.01,1016.72,Warning
27.01,1016.74,Warning
27,1016.76,Warning
27.01,1016.78,Warning
27.02,1016.77,Warning
27.03,1016.79,Warning
27.01,1016.78,Warning
27.01,1016.8,Warning
27.02,1016.79,Warning
26.99,1016.78,Warning
26.94,1016.8,Warning
26.93,1016.79,Warning
26.93,1016.81,Warning
26.91,1016.8,Warning
26.9,1016.79,Warning
26.95,1016.78,Warning
27,1016.77,Warning
27.01,1016.79,Warning
27.01,1016.81,Warning
27.06,1016.83,Warning
27.14,1016.82,Warning
27.08,1016.81,Warning
27.05,1016.8,Warning
27.03,1016.82,Warning
27.01,1016.81,Warning
27,1016.83,Warning
27.03,1016.82,Warning
26.99,1016.84,Warning
26.78,1016.83,Warning
26.64,1016.85,Warning
26.49,1016.84,Warning
26.55,1016.83,Warning
26.45,1016.85,Warning
26.4,1016.84,Warning
26.4,1016.86,Warning
26.37,1016.85,Warning
26.46,1016.84,Warning
26.39,1016.86,Warning
26.36,1016.85,Warning
26.39,1016.87,Warning
26.47,1016.86,Warning
26.42,1016.85,Warning
26.37,1016.87,Warning
26.38,1016.86,Warning
26.35,1016.88,Warning
26.28,1016.87,Warning
26.2,1016.86,Warning
26.15,1016.88,Warning
26.13,1016.87,Warning
26.14,1016.89,Warning
26.17,1016.88,Warning
26.15,1016.87,Warning
26.06,1016.86,Warning
26.11,1016.85,Warning
26.09,1016.84,Warning
26.16,1016.86,Warning
26.1,1016.85,Warning
26.05,1016.84,Warning
26.14,1016.86,Warning
26.1,1016.88,Warning
26.07,1016.87,Warning
26.08,1016.86,Warning
26.08,1016.88,Warning
26.03,1016.9,Warning
26.03,1016.89,Warning
26.02,1016.88,Warning
26,1016.87,Warning
25.98,1016.89,Warning
25.9,1016.88,Warning
25.91,1016.9,Warning
26.09,1016.92,Warning
26.1,1016.94,Warning
26.04,1016.93,Warning
26.08,1016.92,Warning
26.18,1016.91,Warning
26.25,1016.93,Warning
26.11,1016.92,Warning
26.19,1016.91,Warning
26.15,1016.9,Warning
26.12,1016.92,Warning
26,1016.94,Warning
25.97,1016.96,Warning
25.99,1016.98,Warning
25.91,1016.97,Warning
25.9,1016.96,Warning
27.11,1016.95,Warning
27.08,1016.94,Warning
27.01,1016.96,Warning
26.95,1016.98,Warning
26.89,1017,Warning
26.89,1017.02,Warning
26.9,1017.04,Warning
27,1017.03,Warning
27.18,1017.05,Warning
27.24,1017.04,Warning
27.24,1017.06,Warning
27.29,1017.08,Warning
27.47,1017.1,Warning
27.58,1017.09,Warning
27.54,1017.11,Warning
27.38,1017.1,Warning
27.27,1017.09,Warning
27.18,1017.11,Warning
27.13,1017.13,Warning
27.13,1017.15,Warning
27.1,1017.17,Warning
27.06,1017.16,Warning
27.11,1017.15,Warning
27.14,1017.14,Warning
27.19,1017.16,Warning
27.17,1017.18,Warning
27.21,1017.2,Warning
27.16,1017.19,Warning
27.13,1017.21,Warning
27.21,1017.23,Warning
27.27,1017.25,Warning
27.09,1017.24,Warning
27.15,1017.23,Warning
27.22,1017.22,Warning
27.07,1017.24,Warning
27.2,1017.23,Warning
27.15,1017.22,Warning
27.06,1017.24,Warning
26.98,1017.26,Warning
27.01,1017.28,Warning
27.02,1017.3,Warning
26.95,1017.32,Warning
27,1017.31,Warning
27.01,1017.33,Warning
27.02,1017.35,Warning
27,1017.34,Warning
27.1,1017.36,Warning
27.05,1017.35,Warning
27.14,1017.34,Warning
27.08,1017.33,Warning
27.07,1017.32,Warning
27.07,1017.34,Warning
27.11,1017.36,Warning
27.01,1017.35,Warning
27.12,1017.37,Warning
27.16,1017.36,Warning
27.15,1017.35,Warning
27.11,1017.37,Warning
27.02,1017.36,Warning
27.02,1017.35,Warning
26.97,1017.34,Warning
26.95,1017.33,Warning
26.99,1017.32,Warning
26.61,1017.31,Warning
26.62,1017.3,Warning
26.55,1017.32,Warning
26.51,1017.31,Warning
26.4,1017.33,Warning
26.3,1017.32,Warning
26.26,1017.31,Warning
26.39,1017.3,Warning
26.16,1017.32,Warning
26.25,1017.34,Warning
26.28,1017.36,Warning
26.34,1017.38,Warning
26.5,1017.4,Warning
26.44,1017.42,Warning
26.47,1017.41,Warning
26.44,1017.4,Warning
26.24,1017.39,Warning
26.53,1017.38,Warning
26.44,1017.37,Warning
26.61,1017.36,Warning
26.39,1017.35,Warning
26.47,1017.34,Warning
26.44,1017.33,Warning
26.51,1017.32,Warning
26.49,1017.31,Warning
26.54,1017.33,Warning
26.52,1017.35,Warning
26.48,1017.37,Warning
26.53,1017.36,Warning
26.5,1017.35,Warning
26.5,1017.37,Warning
26.46,1017.39,Warning
26.52,1017.38,Warning
26.72,1017.4,Warning
26.82,1017.42,Warning
26.83,1017.44,Warning
26.95,1017.46,Warning
26.99,1017.48,Warning
27.08,1017.5,Warning
27.08,1017.49,Warning
27.09,1017.48,Warning
27.11,1017.5,Warning
27.23,1017.52,Warning
27.29,1017.54,Warning
27.38,1017.56,Warning
27.43,1017.55,Warning
27.45,1017.57,Warning
27.44,1017.56,Warning
27.33,1017.55,Warning
27.35,1017.54,Warning
27.29,1017.53,Warning
27.3,1017.52,Warning
27.27,1017.51,Warning
27.24,1017.5,Warning
27.34,1017.52,Warning
27.33,1017.51,Warning
27.32,1017.5,Warning
27.15,1017.49,Warning
27.14,1017.51,Warning
27.17,1017.5,Warning
27.2,1017.49,Warning
27.23,1017.51,Warning
27.26,1017.53,Warning
27.3,1017.52,Warning
27.29,1017.51,Warning
27.3,1017.5,Warning
27.29,1017.52,Warning
27.32,1017.54,Warning
27.31,1017.56,Warning
27.31,1017.55,Warning
27.33,1017.54,Warning
27.36,1017.53,Warning
27.42,1017.52,Warning
27.46,1017.51,Warning
27.38,1017.53,Warning
27.37,1017.55,Warning
27.35,1017.54,Warning
27.44,1017.56,Warning
27.4,1017.58,Warning
27.43,1017.6,Warning
27.48,1017.62,Warning
27.41,1017.64,Warning
27.48,1017.66,Warning
27.55,1017.65,Warning
27.53,1017.67,Warning
27.53,1017.66,Warning
27.52,1017.68,Warning
27.53,1017.67,Warning
27.57,1017.69,Warning
27.55,1017.68,Warning
27.52,1017.7,Warning
27.49,1017.72,Warning
27.44,1017.74,Warning
27.44,1017.73,Warning
27.39,1017.72,Warning
27.45,1017.71,Warning
27.39,1017.7,Warning
27.41,1017.69,Warning
27.44,1017.68,Warning
27.47,1017.67,Warning
27.46,1017.66,Warning
27.46,1017.68,Warning
27.39,1017.67,Warning
27.39,1017.69,Warning
27.39,1017.68,Warning
27.39,1017.67,Warning
27.37,1017.66,Warning
27.44,1017.68,Warning
27.44,1017.7,Warning
27.4,1017.69,Warning
27.51,1017.71,Warning
27.55,1017.7,Warning
27.54,1017.69,Warning
27.54,1017.68,Warning
27.55,1017.67,Warning
27.54,1017.66,Warning
27.47,1017.65,Warning
27.44,1017.67,Warning
27.44,1017.69,Warning
27.47,1017.68,Warning
27.4,1017.7,Warning
27.44,1017.69,Warning
27.46,1017.68,Warning
27.47,1017.67,Warning
27.44,1017.66,Warning
27.43,1017.68,Warning
27.39,1017.67,Warning
27.46,1017.66,Warning
27.51,1017.68,Warning
27.47,1017.7,Warning
27.42,1017.72,Warning
27.44,1017.71,Warning
27.41,1017.7,Warning
27.47,1017.72,Warning
27.53,1017.74,Rotting
27.54,1017.73,Rotting
27.51,1017.72,Rotting
27.55,1017.74,Rotting
27.57,1017.73,Rotting
27.56,1017.72,Rotting
27.59,1017.74,Rotting
27.53,1017.76,Rotting
27.57,1017.75,Rotting
27.56,1017.77,Rotting
27.53,1017.76,Rotting
27.52,1017.75,Rotting
27.44,1017.74,Rotting
27.46,1017.76,Rotting
27.51,1017.75,Rotting
27.47,1017.77,Rotting
27.44,1017.76,Rotting
27.44,1017.78,Rotting
27.48,1017.8,Rotting
27.4,1017.79,Rotting
27.44,1017.81,Rotting
27.4,1017.8,Rotting
27.31,1017.79,Rotting
27.29,1017.78,Rotting
27.27,1017.8,Rotting
27.26,1017.79,Rotting
27.26,1017.81,Rotting
27.28,1017.8,Rotting
27.33,1017.82,Rotting
27.38,1017.81,Rotting
27.4,1017.8,Rotting
27.32,1017.79,Rotting
27.3,1017.78,Rotting
27.31,1017.77,Rotting
27.27,1017.76,Rotting
27.24,1017.75,Rotting
27.24,1017.77,Rotting
27.21,1017.76,Rotting
27.19,1017.75,Rotting
27.18,1017.77,Rotting
27.18,1017.76,Rotting
27.2,1017.75,Rotting
27.18,1017.77,Rotting
27.22,1017.79,Rotting
27.16,1017.81,Rotting
27.14,1017.8,Rotting
27.16,1017.79,Rotting
27.12,1017.78,Rotting
27.12,1017.8,Rotting
27.08,1017.82,Rotting
27.14,1017.81,Rotting
27.11,1017.8,Rotting
27.09,1017.79,Rotting
27.07,1017.78,Rotting
27.07,1017.77,Rotting
27.09,1017.79,Rotting
27.04,1017.78,Rotting
27.02,1017.8,Rotting
27.01,1017.79,Rotting
27.03,1017.81,Rotting
27.04,1017.83,Rotting
27.06,1017.82,Rotting
27.17,1017.81,Rotting
27.2,1017.83,Rotting
27.19,1017.82,Rotting
27.15,1017.81,Rotting
27.1,1017.83,Rotting
27.09,1017.82,Rotting
27.07,1017.84,Rotting
27.1,1017.86,Rotting
27.08,1017.88,Rotting
27.03,1017.87,Rotting
27.02,1017.89,Rotting
27.01,1017.88,Rotting
27,1017.9,Rotting
26.97,1017.89,Rotting
26.96,1017.91,Rotting
26.94,1017.93,Rotting
26.96,1017.95,Rotting
26.9,1017.94,Rotting
26.89,1017.96,Rotting
27,1017.95,Rotting
27.09,1017.94,Rotting
27.23,1017.96,Rotting
27.32,1017.95,Rotting
27.38,1017.97,Rotting
27.42,1017.96,Rotting
27.46,1017.95,Rotting
27.47,1017.97,Rotting
27.5,1017.96,Rotting
27.51,1017.95,Rotting
27.52,1017.97,Rotting
27.5,1017.96,Rotting
27.53,1017.95,Rotting
27.55,1017.97,Rotting
