Temp,Chicken,Label
25.98,1015.04,Warning
26.19,1015.06,Warning
26.16,1015.05,Warning
26.08,1015.07,Warning
26.2,1015.09,Warning
26.1,1015.09,Warning
26.1,1015.11,Warning
26.12,1015.13,Warning
26.15,1015.13,Warning
26.03,1015.15,Warning
26.01,1015.17,Warning
26.01,1015.19,Warning
26,1015.21,Warning
25.99,1015.2,Warning
25.97,1015.22,Warning
25.91,1015.22,Warning
26.08,1015.22,Warning
25.91,1015.22,Warning
25.93,1015.22,Warning
25.93,1015.22,Warning
26.07,1015.24,Warning
26.1,1015.24,Warning
26.03,1015.24,Warning
25.96,1015.24,Warning
25.94,1015.26,Warning
25.9,1015.26,Warning
25.95,1015.28,Warning
25.91,1015.3,Warning
25.98,1015.32,Warning
25.94,1015.34,Warning
25.92,1015.36,Warning
25.95,1015.38,Warning
26.13,1015.4,Warning
26.01,1015.42,Warning
25.91,1015.44,Warning
25.86,1015.46,Warning
26,1015.48,Warning
25.84,1015.84,Warning
25.82,1015.86,Warning
25.74,1015.88,Warning
25.67,1015.88,Warning
25.61,1015.9,Warning
25.81,1015.9,Warning
25.73,1015.9,Warning
25.75,1015.92,Warning
25.75,1015.92,Warning
25.64,1015.94,Warning
25.67,1015.94,Warning
25.71,1015.94,Warning
25.65,1015.96,Warning
25.59,1015.96,Warning
25.54,1015.96,Warning
25.64,1015.98,Warning
25.6,1016,Warning
25.6,1016,Warning
25.58,1016,Warning
25.65,1016,Warning
25.64,1016,Warning
25.55,1016.02,Warning
25.57,1016.02,Warning
25.58,1016.02,Warning
25.55,1016.04,Warning
25.61,1016.04,Warning
25.49,1016.06,Warning
25.55,1016.06,Warning
25.6,1016.06,Warning
25.68,1016.08,Warning
25.55,1016.08,Warning
25.63,1016.08,Warning
25.7,1016.08,Warning
25.63,1016.08,Warning
25.67,1016.08,Warning
25.5,1016.08,Warning
25.52,1016.08,Warning
25.57,1016.1,Warning
25.52,1016.1,Warning
25.48,1016.1,Warning
25.55,1016.12,Warning
25.5,1016.12,Warning
25.5,1016.14,Warning
25.49,1016.14,Warning
25.54,1016.16,Warning
25.58,1016.16,Warning
25.57,1016.18,Warning
25.57,1016.2,Warning
25.58,1016.2,Warning
25.39,1016.22,Warning
25.48,1016.24,Warning
25.38,1016.26,Warning
25.4,1016.26,Warning
25.46,1016.26,Warning
25.42,1016.28,Warning
25.47,1016.3,Warning
25.49,1016.3,Warning
25.39,1016.3,Warning
25.55,1016.3,Warning
25.55,1016.3,Warning
25.49,1016.32,Warning
25.53,1016.32,Warning
25.51,1016.32,Warning
25.51,1016.32,Warning
25.52,1016.34,Warning
25.62,1016.34,Warning
25.6,1016.36,Warning
25.56,1016.36,Warning
25.54,1016.38,Warning
25.4,1016.38,Warning
25.43,1016.38,Warning
25.46,1016.38,Warning
25.56,1016.4,Warning
25.46,1016.4,Warning
25.53,1016.42,Warning
25.55,1016.42,Warning
25.51,1016.44,Warning
25.61,1016.44,Warning
25.58,1016.46,Warning
25.56,1016.48,Warning
25.56,1016.48,Warning
25.64,1016.48,Warning
25.55,1016.5,Warning
25.59,1016.52,Warning
25.58,1016.52,Warning
25.59,1016.52,Warning
25.56,1016.52,Warning
25.58,1016.54,Warning
25.61,1016.54,Warning
25.63,1016.54,Warning
25.66,1016.54,Warning
25.64,1016.56,Warning
25.62,1016.58,Warning
25.57,1016.6,Warning
25.53,1016.6,Warning
25.59,1016.6,Warning
25.56,1016.6,Warning
25.52,1016.6,Warning
25.57,1016.62,Warning
25.65,1016.62,Warning
25.7,1016.64,Warning
25.68,1016.64,Warning
25.7,1016.66,Warning
25.75,1016.66,Warning
25.76,1016.66,Warning
25.78,1016.66,Warning
25.79,1016.66,Warning
25.74,1016.68,Warning
25.76,1016.7,Warning
25.75,1016.72,Warning
25.75,1016.72,Warning
25.74,1016.74,Warning
25.75,1016.76,Warning
25.77,1016.78,Warning
25.77,1016.78,Warning
25.76,1016.8,Warning
25.8,1016.82,Warning
25.79,1016.82,Warning
25.78,1016.84,Warning
25.74,1016.86,Warning
25.77,1016.85,Warning
25.77,1016.87,Warning
25.69,1016.87,Warning
25.73,1016.87,Warning
25.82,1016.89,Warning
25.77,1016.89,Warning
25.78,1016.91,Warning
25.79,1016.91,Warning
25.78,1016.93,Warning
25.72,1016.93,Warning
25.73,1016.95,Warning
25.71,1016.95,Warning
25.8,1016.95,Warning
25.82,1016.97,Warning
25.86,1016.97,Warning
25.9,1016.99,Warning
25.9,1016.99,Warning
25.85,1017.01,Warning
25.95,1017.01,Warning
25.96,1017.03,Warning
25.96,1017.05,Warning
26,1017.07,Warning
26.02,1017.09,Warning
26.04,1017.08,Warning
26.08,1017.08,Warning
26.06,1017.08,Warning
26.02,1017.08,Warning
26.05,1017.1,Warning
26.06,1017.1,Warning
26.13,1017.1,Warning
26.05,1017.12,Warning
26.1,1017.12,Warning
26.11,1017.12,Warning
26.15,1017.12,Warning
26.08,1017.12,Warning
26.11,1017.14,Warning
26.15,1017.16,Warning
26.15,1017.18,Warning
26.19,1017.18,Warning
26.2,1017.18,Warning
26.21,1017.18,Warning
26.19,1017.18,Warning
26.21,1017.18,Warning
26.17,1017.18,Warning
26.15,1017.2,Warning
26.22,1017.22,Warning
26.26,1017.24,Warning
26.26,1017.26,Warning
26.23,1017.26,Warning
26.25,1017.28,Warning
26.18,1017.3,Warning
26.18,1017.3,Warning
26.32,1017.32,Warning
26.31,1017.34,Warning
26.35,1017.36,Warning
26.33,1017.38,Warning
26.28,1017.37,Warning
26.26,1017.39,Warning
26.31,1017.39,Warning
26.32,1017.39,Warning
26.35,1017.41,Warning
26.23,1017.43,Warning
26.23,1017.43,Warning
26.29,1017.43,Warning
26.24,1017.43,Warning
26.24,1017.43,Warning
26.26,1017.43,Warning
26.28,1017.43,Warning
26.26,1017.43,Warning
26.21,1017.43,Warning
26.25,1017.45,Warning
26.25,1017.47,Warning
26.3,1017.49,Warning
26.24,1017.49,Warning
26.24,1017.51,Warning
26.26,1017.53,Warning
26.26,1017.55,Warning
26.26,1017.57,Warning
26.26,1017.59,Warning
26.26,1017.61,Warning
26.22,1017.63,Warning
26.28,1017.65,Warning
26.28,1017.67,Warning
26.27,1017.66,Warning
26.26,1017.66,Warning
26.25,1017.66,Warning
26.24,1017.66,Warning
26.25,1017.66,Warning
26.25,1017.68,Warning
26.24,1017.68,Warning
26.27,1017.7,Warning
26.26,1017.72,Warning
26.27,1017.74,Warning
26.25,1017.76,Warning
26.35,1017.78,Warning
26.29,1017.78,Warning
26.28,1017.8,Warning
26.32,1017.82,Warning
26.28,1017.82,Warning
26.29,1017.84,Warning
26.34,1017.83,Warning
26.38,1017.85,Warning
26.37,1017.85,Warning
26.4,1017.87,Warning
26.47,1017.87,Warning
26.52,1017.89,Warning
26.45,1017.89,Warning
26.45,1017.89,Warning
26.57,1017.89,Warning
26.59,1017.91,Warning
26.63,1017.93,Warning
26.57,1017.93,Warning
26.61,1017.95,Warning
26.63,1017.95,Warning
26.61,1017.97,Warning
26.61,1017.97,Warning
26.66,1017.99,Warning
26.66,1018.01,Warning
26.64,1018.01,Warning
26.64,1018.01,Warning
26.57,1018.03,Warning
26.59,1018.03,Warning
26.62,1018.03,Warning
26.59,1018.03,Warning
26.58,1018.03,Warning
26.56,1018.03,Warning
26.64,1018.05,Warning
26.61,1018.05,Warning
26.59,1018.07,Warning
26.58,1018.07,Warning
26.62,1018.09,Warning
26.61,1018.11,Warning
26.6,1018.13,Warning
26.58,1018.12,Warning
26.57,1018.14,Warning
26.58,1018.16,Warning
26.62,1018.18,Warning
26.59,1018.2,Warning
26.6,1018.22,Warning
26.62,1018.24,Warning
26.62,1018.26,Warning
26.59,1018.28,Warning
26.62,1018.28,Warning
26.63,1018.3,Warning
26.62,1018.32,Warning
26.65,1018.32,Warning
26.68,1018.34,Warning
26.68,1018.36,Warning
26.66,1018.35,Warning
26.62,1018.37,Warning
26.68,1018.39,Warning
26.65,1018.41,Warning
26.64,1018.41,Warning
26.64,1018.43,Warning
26.58,1018.45,Warning
26.66,1018.47,Warning
26.65,1018.47,Warning
26.98,1018.71,Warning
27.01,1018.73,Warning
27.01,1018.75,Warning
27.02,1018.75,Warning
27.02,1018.77,Warning
27.01,1018.79,Warning
27.02,1018.79,Warning
27.03,1018.81,Warning
27.02,1018.81,Warning
27.01,1018.83,Warning
27.02,1018.85,Warning
27.03,1018.84,Warning
26.99,1018.86,Warning
26.96,1018.88,Warning
26.95,1018.9,Warning
26.94,1018.9,Warning
26.92,1018.92,Warning
26.91,1018.94,Warning
26.94,1018.94,Warning
26.98,1018.94,Warning
27,1018.94,Warning
27.02,1018.94,Warning
27.04,1018.94,Warning
27.13,1018.94,Warning
27.08,1018.94,Warning
27.08,1018.94,Warning
27.04,1018.96,Warning
27.03,1018.96,Warning
27.03,1018.98,Warning
27.04,1019,Warning
26.98,1019,Warning
26.81,1019.02,Warning
26.63,1019.02,Warning
26.5,1019.04,Warning
26.55,1019.04,Warning
26.44,1019.04,Warning
26.4,1019.06,Warning
26.37,1019.06,Warning
26.39,1019.06,Warning
26.46,1019.08,Warning
26.39,1019.08,Warning
26.37,1019.1,Warning
26.39,1019.12,Warning
26.44,1019.12,Warning
26.41,1019.12,Warning
26.3,1019.14,Warning
26.36,1019.16,Warning
26.34,1019.18,Warning
26.32,1019.2,Warning
26.21,1019.22,Warning
26.15,1019.24,Warning
26.13,1019.24,Warning
26.13,1019.26,Warning
26.18,1019.28,Warning
26.15,1019.3,Warning
26.1,1019.32,Warning
26.12,1019.32,Warning
26.08,1019.32,Warning
26.17,1019.34,Warning
26.09,1019.36,Warning
26.12,1019.38,Warning
26.11,1019.4,Warning
26.1,1019.42,Warning
26.05,1019.41,Warning
26.08,1019.43,Warning
26.1,1019.42,Warning
26.02,1019.41,Warning
26.04,1019.43,Warning
26.01,1019.42,Warning
25.94,1019.44,Warning
25.97,1019.46,Warning
25.9,1019.48,Warning
25.92,1019.48,Warning
26.09,1019.48,Warning
26.1,1019.5,Warning
26.04,1019.5,Warning
26.08,1019.5,Warning
26.17,1019.5,Warning
26.26,1019.52,Warning
26.13,1019.54,Warning
26.16,1019.54,Warning
26.12,1019.54,Warning
26.19,1019.56,Warning
26.02,1019.58,Warning
25.97,1019.6,Warning
25.99,1019.62,Warning
25.9,1019.64,Warning
25.92,1019.66,Warning
26.65,1019.68,Warning
26.63,1019.7,Warning
26.66,1019.72,Warning
26.62,1019.74,Warning
26.59,1019.76,Warning
26.59,1019.75,Warning
26.62,1019.75,Warning
26.6,1019.75,Warning
26.6,1019.75,Warning
26.55,1019.77,Warning
26.64,1019.79,Warning
26.6,1019.79,Warning
26.62,1019.81,Warning
26.59,1019.83,Warning
26.64,1019.85,Warning
26.58,1019.84,Warning
26.6,1019.83,Warning
26.59,1019.83,Warning
26.56,1019.85,Warning
26.59,1019.84,Warning
26.62,1019.83,Warning
26.59,1019.85,Warning
26.61,1019.87,Warning
26.62,1019.89,Warning
26.62,1019.91,Warning
26.57,1019.91,Warning
26.6,1019.93,Warning
26.65,1019.92,Warning
26.61,1019.94,Warning
26.66,1019.94,Warning
26.68,1019.94,Warning
26.67,1019.94,Warning
26.64,1019.96,Warning
26.65,1019.98,Warning
26.68,1020,Warning
26.66,1020.02,Warning
26.63,1020.04,Warning
26.64,1020.04,Warning
26.62,1020.06,Warning
26.67,1020.06,Warning
26.65,1020.08,Warning
26.67,1020.08,Warning
26.64,1020.1,Warning
26.68,1020.09,Warning
26.72,1020.11,Warning
26.69,1020.13,Warning
26.73,1020.15,Warning
26.75,1020.17,Warning
26.7,1020.19,Warning
26.7,1020.19,Warning
26.7,1020.21,Warning
26.73,1020.2,Warning
26.83,1020.2,Warning
26.86,1020.22,Warning
26.95,1020.21,Warning
26.99,1020.23,Warning
26.98,1020.23,Warning
26.93,1020.25,Warning
26.9,1020.27,Warning
26.92,1020.29,Warning
26.88,1020.31,Warning
26.9,1020.33,Warning
26.94,1020.33,Warning
26.95,1020.33,Warning
26.92,1020.35,Warning
26.91,1020.37,Warning
26.89,1020.37,Warning
26.93,1020.39,Warning
26.96,1020.38,Warning
26.93,1020.37,Warning
26.95,1020.37,Warning
26.95,1020.37,Warning
26.9,1020.39,Warning
26.99,1020.41,Warning
26.94,1020.43,Warning
26.93,1020.45,Warning
26.96,1020.45,Warning
27.06,1020.47,Warning
27.07,1020.49,Warning
27.04,1020.49,Warning
26.98,1020.49,Warning
27.02,1020.49,Warning
27.01,1020.49,Warning
27.01,1020.51,Warning
27.01,1020.5,Warning
27,1020.52,Warning
27.01,1020.54,Warning
27.02,1020.54,Warning
27.03,1020.56,Warning
27.01,1020.56,Warning
27.01,1020.58,Warning
27.02,1020.58,Warning
26.99,1020.58,Warning
26.94,1020.6,Warning
26.93,1020.62,Warning
26.93,1020.64,Warning
26.91,1020.66,Warning
26.9,1020.66,Warning
26.95,1020.68,Warning
27,1020.67,Warning
27.01,1020.66,Warning
27.01,1020.68,Warning
27.06,1020.7,Warning
27.14,1020.7,Warning
27.08,1020.7,Warning
27.05,1020.72,Warning
27.03,1020.74,Warning
27.01,1020.76,Warning
27,1020.78,Warning
27.03,1020.8,Warning
26.99,1020.82,Warning
26.78,1020.82,Warning
26.64,1020.82,Warning
26.49,1020.84,Warning
26.55,1020.86,Warning
26.45,1020.88,Warning
26.4,1020.9,Warning
26.4,1020.92,Warning
26.37,1020.91,Warning
26.46,1020.93,Warning
26.39,1020.92,Warning
26.36,1020.94,Warning
26.39,1020.96,Warning
26.47,1020.96,Warning
26.42,1020.96,Warning
26.37,1020.96,Warning
26.38,1020.98,Warning
26.35,1021,Warning
26.28,1021,Warning
26.2,1021,Warning
26.15,1021.02,Warning
26.13,1021.02,Warning
26.14,1021.02,Warning
26.17,1021.02,Warning
26.15,1021.04,Warning
26.06,1021.04,Warning
26.11,1021.06,Warning
26.09,1021.06,Warning
26.16,1021.06,Warning
26.1,1021.06,Warning
26.05,1021.06,Warning
26.14,1021.08,Warning
26.1,1021.1,Warning
26.07,1021.09,Warning
26.08,1021.11,Warning
26.08,1021.13,Warning
26.03,1021.12,Warning
26.03,1021.12,Warning
26.02,1021.14,Warning
26,1021.16,Warning
25.98,1021.18,Warning
25.9,1021.17,Warning
25.91,1021.19,Warning
26.09,1021.21,Warning
26.1,1021.2,Warning
26.04,1021.22,Warning
26.08,1021.21,Warning
26.18,1021.2,Warning
26.25,1021.22,Warning
26.11,1021.21,Warning
26.19,1021.23,Warning
26.15,1021.25,Warning
26.12,1021.25,Warning
26,1021.25,Warning
25.97,1021.27,Warning
25.99,1021.27,Warning
25.91,1021.29,Warning
25.9,1021.29,Warning
27.11,1021.31,Warning
27.08,1021.33,Warning
27.01,1021.35,Warning
26.95,1021.37,Warning
26.89,1021.39,Warning
26.89,1021.38,Warning
26.9,1021.37,Warning
27,1021.39,Warning
27.18,1021.41,Warning
27.24,1021.41,Warning
27.24,1021.41,Warning
27.29,1021.41,Warning
27.47,1021.41,Warning
27.58,1021.43,Warning
27.54,1021.45,Warning
27.38,1021.45,Warning
27.27,1021.45,Warning
27.18,1021.47,Warning
27.13,1021.46,Warning
27.13,1021.48,Warning
27.1,1021.5,Warning
27.06,1021.52,Warning
27.11,1021.54,Warning
27.14,1021.56,Warning
27.19,1021.56,Warning
27.17,1021.56,Warning
27.21,1021.58,Warning
27.16,1021.6,Warning
27.13,1021.59,Warning
27.21,1021.58,Warning
27.27,1021.6,Warning
27.09,1021.62,Warning
27.15,1021.64,Warning
27.22,1021.66,Warning
27.07,1021.68,Warning
27.2,1021.7,Warning
27.15,1021.7,Warning
27.06,1021.72,Warning
26.98,1021.71,Warning
27.01,1021.73,Warning
27.02,1021.75,Warning
26.95,1021.77,Warning
27,1021.77,Warning
27.01,1021.77,Warning
27.02,1021.79,Warning
27,1021.79,Warning
27.1,1021.79,Warning
27.05,1021.79,Warning
27.14,1021.79,Warning
27.08,1021.79,Warning
27.07,1021.79,Warning
27.07,1021.79,Warning
27.11,1021.81,Warning
27.01,1021.83,Warning
27.12,1021.85,Warning
27.16,1021.87,Warning
27.15,1021.89,Warning
27.11,1021.91,Warning
27.02,1021.93,Warning
27.02,1021.95,Warning
26.97,1021.95,Warning
26.95,1021.97,Warning
26.99,1021.99,Warning
26.61,1021.99,Warning
26.62,1021.99,Warning
26.55,1022.01,Warning
26.51,1022.03,Warning
26.4,1022.05,Warning
26.3,1022.07,Warning
26.26,1022.09,Warning
26.39,1022.08,Warning
26.16,1022.08,Warning
26.25,1022.08,Warning
26.28,1022.08,Warning
26.34,1022.1,Warning
26.5,1022.12,Warning
26.44,1022.12,Warning
26.47,1022.12,Warning
26.44,1022.12,Warning
26.24,1022.14,Warning
26.53,1022.13,Warning
26.44,1022.15,Warning
26.61,1022.17,Warning
26.39,1022.19,Warning
26.47,1022.19,Warning
26.44,1022.21,Warning
26.51,1022.2,Warning
26.49,1022.2,Warning
26.54,1022.2,Warning
26.52,1022.22,Warning
26.48,1022.24,Warning
26.53,1022.26,Warning
26.5,1022.28,Warning
26.5,1022.3,Warning
26.46,1022.32,Warning
26.52,1022.34,Warning
26.72,1022.33,Warning
26.82,1022.33,Warning
26.83,1022.35,Warning
26.95,1022.34,Warning
26.99,1022.36,Warning
27.08,1022.38,Warning
27.08,1022.4,Warning
27.09,1022.42,Warning
27.11,1022.41,Warning
27.23,1022.41,Warning
27.29,1022.41,Warning
27.38,1022.41,Warning
27.43,1022.43,Warning
27.45,1022.45,Warning
27.44,1022.45,Warning
27.33,1022.45,Warning
27.35,1022.45,Warning
27.29,1022.47,Warning
27.3,1022.49,Warning
27.27,1022.49,Warning
27.24,1022.51,Warning
27.34,1022.53,Warning
27.33,1022.53,Warning
27.32,1022.53,Warning
27.15,1022.55,Warning
27.14,1022.54,Warning
27.17,1022.54,Warning
27.2,1022.56,Warning
27.23,1022.56,Warning
27.26,1022.58,Warning
27.3,1022.58,Warning
27.29,1022.6,Warning
27.3,1022.62,Warning
27.29,1022.61,Warning
27.32,1022.6,Warning
27.31,1022.59,Warning
27.31,1022.61,Warning
27.33,1022.63,Warning
27.36,1022.65,Warning
27.42,1022.67,Warning
27.46,1022.66,Warning
27.38,1022.65,Warning
27.37,1022.64,Warning
27.35,1022.63,Warning
27.44,1022.62,Warning
27.4,1022.61,Warning
27.43,1022.63,Warning
27.48,1022.62,Warning
27.41,1022.64,Warning
27.48,1022.66,Warning
27.55,1022.65,Warning
27.53,1022.67,Warning
27.53,1022.69,Warning
27.52,1022.71,Warning
27.53,1022.7,Warning
27.57,1022.72,Warning
27.55,1022.71,Warning
27.52,1022.7,Warning
27.49,1022.72,Warning
27.44,1022.71,Warning
27.44,1022.73,Warning
27.39,1022.72,Warning
27.45,1022.74,Warning
27.39,1022.73,Warning
27.41,1022.75,Warning
27.44,1022.74,Warning
27.47,1022.76,Warning
27.46,1022.75,Warning
27.46,1022.77,Warning
27.39,1022.79,Warning
27.39,1022.79,Warning
27.39,1022.79,Warning
27.39,1022.79,Warning
27.37,1022.79,Warning
27.44,1022.81,Warning
27.44,1022.83,Warning
27.4,1022.82,Warning
27.51,1022.81,Warning
27.55,1022.8,Warning
27.54,1022.79,Warning
27.54,1022.81,Warning
27.55,1022.83,Warning
27.54,1022.85,Warning
27.47,1022.84,Warning
27.44,1022.86,Warning
27.44,1022.88,Warning
27.47,1022.9,Warning
27.4,1022.89,Warning
27.44,1022.88,Warning
27.46,1022.9,Warning
27.47,1022.89,Warning
27.44,1022.88,Warning
27.43,1022.9,Warning
27.39,1022.92,Warning
27.46,1022.94,Warning
27.51,1022.96,Warning
27.47,1022.98,Warning
27.42,1023,Warning
27.44,1023.02,Warning
27.41,1023.04,Warning
27.47,1023.06,Warning
27.53,1023.05,Rotting
27.54,1023.07,Rotting
27.51,1023.06,Rotting
27.55,1023.08,Rotting
27.57,1023.1,Rotting
27.56,1023.12,Rotting
27.59,1023.11,Rotting
27.53,1023.13,Rotting
27.57,1023.15,Rotting
27.56,1023.17,Rotting
27.53,1023.16,Rotting
27.52,1023.18,Rotting
27.44,1023.17,Rotting
27.46,1023.16,Rotting
27.51,1023.15,Rotting
27.47,1023.17,Rotting
27.44,1023.19,Rotting
27.44,1023.21,Rotting
27.48,1023.2,Rotting
27.4,1023.22,Rotting
27.44,1023.24,Rotting
27.4,1023.26,Rotting
27.31,1023.25,Rotting
27.29,1023.24,Rotting
27.27,1023.23,Rotting
27.26,1023.25,Rotting
27.26,1023.27,Rotting
27.28,1023.26,Rotting
27.33,1023.28,Rotting
27.38,1023.3,Rotting
27.4,1023.32,Rotting
27.32,1023.34,Rotting
27.3,1023.33,Rotting
27.31,1023.32,Rotting
27.27,1023.31,Rotting
27.24,1023.33,Rotting
27.24,1023.32,Rotting
27.21,1023.31,Rotting
27.19,1023.33,Rotting
27.18,1023.35,Rotting
27.18,1023.34,Rotting
27.2,1023.36,Rotting
27.18,1023.38,Rotting
27.22,1023.37,Rotting
27.16,1023.36,Rotting
27.14,1023.38,Rotting
27.16,1023.4,Rotting
27.12,1023.42,Rotting
27.12,1023.41,Rotting
27.08,1023.4,Rotting
27.14,1023.42,Rotting
27.11,1023.41,Rotting
27.09,1023.43,Rotting
27.07,1023.45,Rotting
27.07,1023.47,Rotting
27.09,1023.49,Rotting
27.04,1023.48,Rotting
27.02,1023.5,Rotting
27.01,1023.52,Rotting
27.03,1023.51,Rotting
27.04,1023.53,Rotting
27.06,1023.52,Rotting
27.17,1023.54,Rotting
27.2,1023.56,Rotting
27.19,1023.55,Rotting
27.15,1023.54,Rotting
27.1,1023.56,Rotting
27.09,1023.55,Rotting
27.07,1023.57,Rotting
27.1,1023.59,Rotting
27.08,1023.61,Rotting
27.03,1023.6,Rotting
27.02,1023.59,Rotting
27.01,1023.58,Rotting
27,1023.57,Rotting
26.97,1023.56,Rotting
26.96,1023.58,Rotting
26.94,1023.6,Rotting
26.96,1023.59,Rotting
26.9,1023.58,Rotting
26.89,1023.57,Rotting
27,1023.59,Rotting
27.09,1023.58,Rotting
27.23,1023.6,Rotting
27.32,1023.59,Rotting
27.38,1023.61,Rotting
27.42,1023.63,Rotting
27.46,1023.65,Rotting
27.47,1023.64,Rotting
27.5,1023.63,Rotting
27.51,1023.65,Rotting
27.52,1023.67,Rotting
27.5,1023.69,Rotting
27.53,1023.68,Rotting
27.55,1023.7,Rotting
27.54,1023.69,Rotting
27.56,1023.68,Rotting
27.54,1023.67,Rotting
27.5,1023.69,Rotting
27.51,1023.71,Rotting
27.52,1023.7,Rotting
27.54,1023.72,Rotting
27.55,1023.71,Rotting
27.56,1023.73,Rotting
27.56,1023.75,Rotting
27.56,1023.74,Rotting
27.57,1023.73,Rotting
27.58,1023.75,Rotting
27.58,1023.74,Rotting
27.59,1023.73,Rotting
27.59,1023.75,Rotting
27.58,1023.77,Rotting
27.57,1023.76,Rotting
27.55,1023.78,Rotting
27.54,1023.77,Rotting
27.58,1023.76,Rotting
27.57,1023.75,Rotting
27.55,1023.74,Rotting
27.53,1023.73,Rotting
27.55,1023.75,Rotting
27.54,1023.77,Rotting
27.46,1023.79,Rotting
27.52,1023.81,Rotting
27.55,1023.83,Rotting
27.54,1023.85,Rotting
27.57,1023.87,Rotting
27.6,1023.89,Rotting
27.59,1023.91,Rotting
27.59,1023.93,Rotting
27.58,1023.95,Rotting
27.55,1023.94,Rotting
27.53,1023.96,Rotting
27.57,1023.98,Rotting
27.59,1023.97,Rotting
27.56,1023.96,Rotting
27.59,1023.98,Rotting
27.56,1023.97,Rotting
27.58,1023.99,Rotting
27.57,1024.01,Rotting
27.54,1024.03,Rotting
27.56,1024.02,Rotting
27.56,1024.04,Rotting
27.56,1024.04,Rotting
27.54,1024.06,Rotting
27.56,1024.08,Rotting
27.58,1024.1,Rotting
27.59,1024.12,Rotting
27.55,1024.11,Rotting
27.55,1024.1,Rotting
27.54,1024.12,Rotting
27.55,1024.11,Rotting
27.55,1024.13,Rotting
27.56,1024.12,Rotting
27.53,1024.14,Rotting
27.51,1024.16,Rotting
27.51,1024.15,Rotting
27.51,1024.17,Rotting
27.51,1024.19,Rotting
27.45,1024.18,Rotting
27.19,1024.17,Rotting
26.97,1024.16,Rotting
27.19,1024.15,Rotting
27.26,1024.14,Rotting
27.39,1024.16,Rotting
27.42,1024.18,Rotting
27.01,1024.2,Rotting
26.87,1024.19,Rotting
27.06,1024.21,Rotting
27.27,1024.2,Rotting
27.38,1024.22,Rotting
27.4,1024.24,Rotting
27.46,1024.23,Rotting
27.41,1024.22,Rotting
27.18,1024.24,Rotting
27.04,1024.26,Rotting
27.02,1024.28,Rotting
26.99,1024.3,Rotting
27,1024.29,Rotting
27.06,1024.29,Rotting
26.96,1024.31,Rotting
26.97,1024.33,Rotting
26.96,1024.32,Rotting
26.98,1024.34,Rotting
27.07,1024.33,Rotting
27.1,1024.32,Rotting
27.21,1024.31,Rotting
27.28,1024.3,Rotting
27.33,1024.29,Rotting
27.38,1024.31,Rotting
27.38,1024.3,Rotting
27.21,1024.32,Rotting
27.06,1024.34,Rotting
27,1024.36,Rotting
26.99,1024.38,Rotting
27.11,1024.4,Rotting
27.02,1024.42,Rotting
26.99,1024.41,Rotting
27,1024.43,Rotting
27,1024.45,Rotting
27.08,1024.47,Rotting
27.08,1024.49,Rotting
27.19,1024.48,Rotting
27.28,1024.5,Rotting
27.33,1024.49,Rotting
27.37,1024.51,Rotting
27.35,1024.5,Rotting
27.25,1024.49,Rotting
27.25,1024.48,Rotting
27.31,1024.5,Rotting
27.35,1024.49,Rotting
27.51,1024.72,Rotting
27.55,1024.71,Rotting
27.6,1024.73,Rotting
27.55,1024.75,Rotting
27.41,1024.77,Rotting
27.31,1024.79,Rotting
27.2,1024.79,Rotting
27.14,1024.79,Rotting
27.09,1024.79,Rotting
27.08,1024.79,Rotting
27.05,1024.81,Rotting
27,1024.8,Rotting
26.99,1024.82,Rotting
26.69,1024.84,Rotting
26.49,1024.83,Rotting
26.44,1024.82,Rotting
26.34,1024.81,Rotting
26.28,1024.8,Rotting
26.24,1024.82,Rotting
26.24,1024.84,Rotting
26.21,1024.83,Rotting
26.09,1024.85,Rotting
26.15,1024.87,Rotting
26.15,1024.86,Rotting
26.12,1024.88,Rotting
26.17,1024.9,Rotting
26.16,1024.89,Rotting
26.1,1024.91,Rotting
26.12,1024.9,Rotting
26.33,1024.89,Rotting
26.52,1024.88,Rotting
26.63,1024.9,Rotting
26.65,1024.92,Rotting
26.6,1024.91,Rotting
26.48,1024.93,Rotting
26.43,1024.95,Rotting
26.39,1024.97,Rotting
26.54,1024.96,Rotting
26.58,1024.98,Rotting
26.72,1024.97,Rotting
26.72,1024.96,Rotting
26.81,1024.98,Rotting
26.78,1025,Rotting
26.71,1025.02,Rotting
26.8,1025.04,Rotting
26.86,1025.06,Rotting
26.86,1025.08,Rotting
26.82,1025.1,Rotting
26.85,1025.12,Rotting
26.87,1025.11,Rotting
26.92,1025.13,Rotting
26.97,1025.12,Rotting
26.9,1025.14,Rotting
26.93,1025.13,Rotting
27.04,1025.15,Rotting
27.1,1025.14,Rotting
27.07,1025.16,Rotting
27.09,1025.18,Rotting
27.12,1025.17,Rotting
27.17,1025.16,Rotting
27.21,1025.18,Rotting
27.29,1025.17,Rotting
27.29,1025.19,Rotting
27.32,1025.21,Rotting
27.37,1025.2,Rotting
27.48,1025.19,Rotting
27.57,1025.18,Rotting
27.65,1025.17,Rotting
27.67,1025.16,Rotting
27.69,1025.15,Rotting
27.65,1025.17,Rotting
27.7,1025.19,Rotting
27.69,1025.18,Rotting
27.72,1025.17,Rotting
27.7,1025.19,Rotting
27.74,1025.21,Rotting
27.81,1025.23,Rotting
27.77,1025.25,Rotting
27.66,1025.24,Rotting
27.64,1025.26,Rotting
27.67,1025.25,Rotting
